block	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	layout_risk	where_to_fix	notes
UnknownNeedsContext	unknown	V1a,a			needs-context	:	type=raw_bytes	O5Z5Z | a a | a a || V6a1a | W;a6a | c-Y2Y	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vA!MkD			needs-context	:	type=raw_bytes	"yA""vjD | vAD,kD | D33AB || U!D33BB | a!DUUBB | e""DDDEB"	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vA,ye			needs-context	:	type=raw_bytes	3Boxze ed | >id nr | eGI . l || U3 ODS | iv:RGB | 5unt+ZJpotLc	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vAD,kD			needs-context	:	type=raw_bytes	"L DUU?B | zAU3jD | yA""vjD || D33AB | vA!MkD | U!D33BB"	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Vcorr s			needs-context	:	type=raw_bytes	a valueU | y4 local | 3JBa4Point; || 2t i | E rho | K2 uv	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Vertex OffsetX			needs-context	:	type=raw_bytes	Scale X | Scale Y | Perspective Correction || Vertex OffsetY | Mask Coordinates | Clip Rect	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Vertex OffsetY			needs-context	:	type=raw_bytes	Scale Y | Perspective Correction | Vertex OffsetX || Mask Coordinates | Clip Rect | Mask SoftnessX	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vI?Dm			needs-context	:	type=raw_bytes	Font Material | LiberationSans SDF Material | LiberationSans SDF Material || fO4?P | Uu0?B | o5?YE	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vii. other similar, equivalent or corresponding rights throughout the			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	protection of databases, and under any national implementation | thereof, including any amended or successor version of such | directive); and || world based on applicable law or treaty, and any national | implementations thereof. | 2. Waiver. To the greatest extent permitted by, but not in contravention	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	VIj?N			needs-context	:	type=raw_bytes	WB<ex | WB<ex | 3od5Iu || VIj?N | F7u5 | F7u5	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vjVLA5)(3?JThu			needs-context	:	type=raw_bytes	"Stimcard SDF Atlas | ""+28<CGHKMMKHGC<824ANZgt | tgZNA0.?LYer || ulbXNF?7ALVamz | zmaTG:6AMVht | thVLA5;GTanz"	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	VKi?n			needs-context	:	type=raw_bytes	EG<eX | EG<0fT | nOJ?H || nOJ?H | VKi?n | nOJ?H	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vl?2O			needs-context	:	type=raw_bytes	qe?lq | 1ah?q | 1ah?q || vl?2O | LOp?C | LOp?C	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Vl?WE			needs-context	:	type=raw_bytes	S0u | y?mG9 | d>aPy || y>1HM | y>1HM | y>1HM	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vm?cO			needs-context	:	type=raw_bytes	QYo?z5 | sFh?i | sFh?i || vm?cO | vm?cO | vm?cO	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	VNA?n			needs-context	:	type=raw_bytes	Je>FH | 4U1?nt | 7SA?P || T3?na | uA?kH | YU0?le	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vo?PO			needs-context	:	type=raw_bytes	TA2?K | XU3?g | XU3?g || vo?PO | pDB?A | iH?9L	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	VR Enabled			needs-context	:	type=raw_bytes	Sun Alpha | Moon Alpha | Enable Dithering || LIGHTMODE | LIGHTMODE | LIGHTMODE	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	VR State Data			needs-context	:	type=MonoBehaviour; name=VR State Data	VR State Data	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; UnityPy typetree string
UnknownNeedsContext	unknown	Vri?H			needs-context	:	type=raw_bytes	aVL?335B | D9y | A33g || A13cA | A13cA | o6D	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	vS,ye			needs-context	:	type=raw_bytes	>id nr | eGI . l | >w1Fog || U3 ODS | P8ODSO | A055FuL	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	VS?fe			needs-context	:	type=raw_bytes	XU3?g | uU?uB | yT5?i || VS?fe | VS?fe | 4U?AE	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	w,yeJq?200			needs-context	:	type=raw_bytes	pt UNITYV | 2ic p | Kh+in || R3 ODS | f value< | y4 local	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	W?9tY			needs-context	:	type=raw_bytes	A8<Apo | R W>e | UxB?h || T9U?c | L>ueu | MK<oD	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	WA?bqD			needs-context	:	type=raw_bytes	"j""DUUEB | p""DffEB | cAn0oD || LAo?sD | EA?ttD | a2BA"	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Wait for rescue...			needs-context	:	type=MonoBehaviour; name=Medal_1 (2)		low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; MonoBehaviour length-prefixed string; script=unknown:471; length=18
UnknownNeedsContext	unknown	Waiver shall be preserved to the maximum extent permitted taking into			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	as contemplated by Affirmer's express Statement of Purpose. | 3. Public License Fallback. Should any part of the Waiver for any reason | be judged legally invalid or ineffective under applicable law, then the || account Affirmer's express Statement of Purpose. In addition, to the | extent the Waiver is so judged Affirmer hereby grants to each affected | person a royalty-free, non transferable, non sublicensable, non exclusive,	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	warranties of any kind concerning the Work, express, implied,			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	a. No trademark or patent rights held by Affirmer are waived, abandoned, | surrendered, licensed or otherwise affected by this document. | b. Affirmer offers the Work as-is and makes no representations or || statutory or otherwise, including without limitation warranties of | title, merchantability, fitness for a particular purpose, non | infringement, or the absence of latent or other defects, accuracy, or	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	Water Quality			needs-context	:	type=raw_bytes	y y | y y | u u || KeywordEnum(High Quality, Low Quality) | Refraction Quality | KeywordEnum(Advanced, Normal)	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Wave Amplitude			needs-context	:	type=raw_bytes	Alpha Channel | Heigh Frequency | Wave Speed || Universal Forward | LIGHTMODE | RenderPipeline	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Wave Speed			needs-context	:	type=raw_bytes	Normal Strength | Alpha Channel | Heigh Frequency || Wave Amplitude | Universal Forward | LIGHTMODE	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	ui	We should be asleep...			needs-context	:	type=MonoBehaviour; name=FriendText; script=Assembly-CSharp:addRandomText; gameobject=FriendText; dump=level4/MonoBehaviour/10612__FriendText.json	I cannot sleep. | You can't sleep either?	low/medium: verify in runtime	review block context before source_queue change	player-facing category but context still needs review; MonoBehaviour length-prefixed string; script=unknown:2020; length=22
UnknownNeedsContext	dynamic/runtime	Weight			needs-context	:	type=binary_string	UnderlinePosition | UnderlineThickness | VVector || WeightVector | XHeight | StartCharMetrics	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	dynamic/runtime	Weight Bold			needs-context	:	type=binary_string	_WeightNormal | Weight Normal | _WeightBold || _ShaderFlags | Flags | _ScaleRatioA	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	dynamic/runtime	Weight Normal			needs-context	:	type=binary_string	_UnderlaySoftness | Border Softness | _WeightNormal || _WeightBold | Weight Bold | _ShaderFlags	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	dynamic/runtime	weight[0]			needs-context	:	type=binary_string	boneIndex[0] | boneIndex[1] | boneIndex[2] || weight[1] | weight[2] | Index (%d) is out of bounds (0-%d)	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	dynamic/runtime	weight[1]			needs-context	:	type=binary_string	boneIndex[1] | boneIndex[2] | weight[0] || weight[2] | Index (%d) is out of bounds (0-%d) | Empty secondary texture name provided.	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	dynamic/runtime	weight[2]			needs-context	:	type=binary_string	boneIndex[2] | weight[0] | weight[1] || Index (%d) is out of bounds (0-%d) | Empty secondary texture name provided. | Physics Shape at %d has less than 3 vertices (%d).	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	dynamic/runtime	weight[3]			needs-context	:	type=binary_string	boneIndex[3] | m_Center | m_Extent || boneIndex[0] | boneIndex[1] | boneIndex[2]	low/medium: verify in runtime	review block context before source_queue change	unclassified candidate; binary string candidate for weight/fishing diagnostic
UnknownNeedsContext	unknown	Well, there goes Dorothy			needs-context	:	type=raw_bytes	Not enough energy... | Items Found | You found bait. || m the only one left, stuck on this old junk of a lifeboat.<br>I have no idea what struc... | t want to find out.<br>Now all I can do is survive as long as I need. I | m sure help will come soon.	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Wetness Multiplier			needs-context	:	type=raw_bytes	Snow Layer Bump | Snow Direction | Snow Smoothness || Detail Bump (RGB) | Detail Intensity | LIGHTMODE	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	ui	When you run out of energy, end the day and try to sleep hoping nothing disrupts your rest.			needs-context	:	type=raw_bytes	Scenario Mode | Super Energy | Use the daytime to spend your energy on fishing, eating, doing small tasks, or chatting... || Step 1: Grab and Run! | +Slower Hunger | +Health Regenerates	low/medium: verify in runtime	review block context before source_queue change	player-facing category but context still needs review; Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level1::raw_ascii@189339:; v1.1.3 locations=level1::raw_ascii@193579:. Use source text plus neighbouring object context, not path_id/list index.
UnknownNeedsContext	unknown	wiA?S			needs-context	:	type=raw_bytes	Nw>2Y | hD2?A | ww5?Ip || Uw>tF | c0?YB | dpv>A	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	will not (i) exercise any of his or her remaining Copyright and Related			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	reason be judged legally invalid or ineffective under applicable law, such | partial invalidity or ineffectiveness shall not invalidate the remainder | of the License, and in such case Affirmer hereby affirms that he or she || Rights in the Work or (ii) assert any associated claims and causes of | action with respect to the Work, in either case contrary to Affirmer's | express Statement of Purpose.	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	Work and the meaning and intended legal effect of CC0 on those rights.			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"is an owner of Copyright and Related Rights in the Work, voluntarily | elects to apply CC0 to the Work and publicly distribute the Work under its | terms, with knowledge of his or her Copyright and Related Rights in the || 1. Copyright and Related Rights. A Work made available under CC0 may be | protected by copyright and related or neighboring rights (""Copyright and | Related Rights""). Copyright and Related Rights include, but are not"	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	works, or to gain reputation or greater distribution for their Work in			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	and for any purposes, including without limitation commercial purposes. | These owners may contribute to the Commons to promote the ideal of a free | culture and the further production of creative, cultural and scientific || part through the use and efforts of others. | For these and/or other purposes and motivations, and without any | expectation of additional consideration or compensation, the person	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	works, reuse and redistribute as freely as possible in any form whatsoever			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"the purpose of contributing to a commons of creative, cultural and | scientific works (""Commons"") that the public can reliably and without fear | of later claims of infringement build upon, modify, incorporate in other || and for any purposes, including without limitation commercial purposes. | These owners may contribute to the Commons to promote the ideal of a free | culture and the further production of creative, cultural and scientific"	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	world based on applicable law or treaty, and any national			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	thereof, including any amended or successor version of such | directive); and | vii. other similar, equivalent or corresponding rights throughout the || implementations thereof. | 2. Waiver. To the greatest extent permitted by, but not in contravention | of, applicable law, Affirmer hereby overtly, fully, permanently,	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	worldwide, (ii) for the maximum duration provided by applicable law or			needs-context	:	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	Affirmer's Copyright and Related Rights and associated claims and causes | of action, whether now known or unknown (including existing as well as | future claims and causes of action), in the Work (i) in all territories || treaty (including future time extensions), (iii) in any current or future | medium and for any number of copies, and (iv) for any purpose whatsoever, | including without limitation commercial, advertising or promotional	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
UnknownNeedsContext	unknown	WP:ep			needs-context	:	type=raw_bytes	Foam2Normal | bait | WP:fU || WP:ep | FhY:p | I5N	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	WP:fU			needs-context	:	type=raw_bytes	tmbYOF>BKQZajny | Foam2Normal | bait || WP:ep | WP:ep | FhY:p	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Wp?yl			needs-context	:	type=raw_bytes	Rb?fU | Rb?fU | yq?h2 || Wp?yl | Wp?yl | Wp?yl	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	WU?eN			needs-context	:	type=raw_bytes	E9Z | d6OV | A9x || grO?C | lOZ?J | lOZ?J	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	ww5?Ip			needs-context	:	type=raw_bytes	q0?vO | Nw>2Y | hD2?A || wiA?S | Uw>tF | c0?YB	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	wy?YG			needs-context	:	type=raw_bytes	9V?KGI | F7u5 | 7x?Qhe || INF?oO | XeL?W | d?I9C	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X A			needs-context	:	type=raw_bytes	I A | g At | A8P || P A8 | A A | X A	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	x A			needs-context	:	type=raw_bytes	n A | v A | n A || v A | a9Iz | g A.O	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X AC			needs-context	:	type=raw_bytes	v A | n A | v A || v A | g A | n Al	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X AU			needs-context	:	type=raw_bytes	P A | P A | P A || nD A | I A | g At	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X Az			needs-context	:	type=raw_bytes	P AWE | nb A | P A || X A | X A | mq Ac	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X Segment			needs-context	:	type=raw_bytes	J3EX | l2A | Horizontal Light Speed || Y Segments | Color Balance | Amplitude X	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X,0SARGET			needs-context	:	type=raw_bytes	RenderType | RenderPipeline | RenderType || Face UV Speed X | Face UV Speed Y | Face Color	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	x6?ez			needs-context	:	type=raw_bytes	rk6?Y | qnA?o | H9?NO || gA?Wk | Yf5?P | iu2?r	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	x?kAr			needs-context	:	type=raw_bytes	JHP>e | 3od5Iu | jA4>J0y || A8<Apo | R W>e | UxB?h	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	X?XEX			needs-context	:	type=raw_bytes	U U | J0U+U | J0U || Y Y Y | Y Y Y | N1Y1Y	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	x?yd8			needs-context	:	type=raw_bytes	UQ?4y | DYZ?l | buG?W || z?USI | Ez?mxX | 0i?PO	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	XB5LOWWB!			needs-context	:	type=raw_bytes	A5LOW | E5LOW | C5LOW || D8A | Uj z0 | P4O	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	xE?qy			needs-context	:	type=raw_bytes	IoL?c | FV?AH | xE?ty || Mo?sa | bIM?b | bIM?b	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	xE?ty			needs-context	:	type=raw_bytes	X4o | IoL?c | FV?AH || xE?qy | Mo?sa | bIM?b	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	XeL?W			needs-context	:	type=raw_bytes	7x?Qhe | wy?YG | INF?oO || d?I9C | 7xm>U | TJ?Ge	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	xr?UU			needs-context	:	type=raw_bytes	YN?UU | U5u | YB ;x || s8E | L u | JBUU)A	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Xt5A:			needs-context	:	type=raw_bytes	y E1 | EndNightEvent | q2U || BjU(B | U4DW | DAo1A	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	XU3?g			needs-context	:	type=raw_bytes	jME?eZ | TA2?K | TA2?K || XU3?g | vo?PO | vo?PO	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	xwuvuwtuvsut,stps,rp,oprqpo			needs-context	:	type=raw_bytes	T3As i | e4xA | EndNightEvent	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Y A			needs-context	:	type=raw_bytes	e0Ag | E0C | EndNightEvent || E0C | E0C | E0C	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	y E1			needs-context	:	type=raw_bytes	foGd;gB | 3F3y | EndNightEvent || EndNightEvent | q2U | Xt5A:	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Y Segments			needs-context	:	type=raw_bytes	l2A | Horizontal Light Speed | X Segment || Color Balance | Amplitude X | Amplitude Y	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	y tS<			needs-context	:	type=raw_bytes	y5LOW | x5LOW | ADVANCED,r || v5LOW | Lz5LOWKz | v5LOW	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	y y			needs-context	:	type=raw_bytes	l4u0u9u9u0u5u5u1u:u:u1u6u6u2u;u;u2u7u7u3u<u<u3u8u8u | u5m:m | u?mDm || y y | u u | Water Quality	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Y Y Y			needs-context	:	type=raw_bytes	J0U+U | J0U | X?XEX || Y Y Y | N1Y1Y | N6Y6Y	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	y4 local			needs-context	:	type=raw_bytes	"""3 q""RSpaces | bool IsGamma | a valueU || 3JBa4Point; | Vcorr s | 2t i"	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	y4?dW			needs-context	:	type=raw_bytes	JBU>f | Jo0?PO | id>ZS || q0?vO | Nw>2Y | hD2?A	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Y5O:O			needs-context	:	type=raw_bytes	Y0O | Y0O5O | Y5O || Y?ODO | O0Z0Z | O5Z5Z	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Y:Z6F			needs-context	:	type=raw_bytes	YM<Dw | IV4<B | IV4<B || 2I:oje | 2I:oje | q<I4y	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	y?mG9			needs-context	:	type=raw_bytes	AHd?l | AHd?l | S0u || d>aPy | Vl?WE | y>1HM	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Y?ODO			needs-context	:	type=raw_bytes	Y0O5O | Y5O | Y5O:O || O0Z0Z | O5Z5Z | a a	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YA?Wu			needs-context	:	type=raw_bytes	Sym?e5 | 7De?D | J?kUI || ckO?f | ckO?f | 9TGy;q	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YB ;x			needs-context	:	type=raw_bytes	YN?DD | YN?UU | U5u || xr?UU | s8E | L u	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
