priority	cluster_id	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	where_to_fix	risk	notes
2	level3:no_path	unknown	ItemsUpdateCanvas			needs-context	level3:raw_ascii@175292	type=raw_bytes	Text (TMP) | Cats (3) N | JournalMainBook || Energy2 | Text (TMP) | Point Light (2)	needs context before choosing dictionary/runtime/plugin fix	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@174108:; v1.1.3 locations=level3::raw_ascii@175292:. Use source text plus neighbouring object context, not path_id/list index.
2	level3:no_path	unknown	ItemText			needs-context	level3:raw_ascii@129264	type=raw_bytes	bucket (broken) | LootBoxChest | energyicon (1) || Text (TMP) | ScubaImage | THE BOAT	needs context before choosing dictionary/runtime/plugin fix	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@128080:; level3::raw_ascii@134240:; level3::raw_ascii@143632:; level3::raw_ascii@147824:; level3::raw_ascii@150384:; +2 more; v1.1.3 locations=level3::raw_ascii@129264:; level3::raw_ascii@135424:; level3::raw_ascii@144816:; level3::raw_ascii@149008:; level3::raw_ascii@151568:; +2 more. Use source text plus neighbouring object context, not path_id/list index.
2	level3:no_path	unknown	LootBoxChest			needs-context	level3:raw_ascii@128068	type=raw_bytes	Cats N | Energy2 | bucket (broken) || energyicon (1) | ItemText | Text (TMP)	needs context before choosing dictionary/runtime/plugin fix	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@126884:; level4::raw_ascii@289208:; v1.1.3 locations=level3::raw_ascii@128068:; level4::raw_ascii@311896:. Use source text plus neighbouring object context, not path_id/list index.
2	level3:no_path	notification	map (broken) N			needs-context	level3:raw_ascii@151192	type=raw_bytes	AlreadyHealthytext | Particle System | Point Light || Text (TMP) | ItemText | friendIcon (1)	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@150008:; level4::raw_ascii@327800:; v1.1.3 locations=level3::raw_ascii@151192:; level4::raw_ascii@355000:. Use source text plus neighbouring object context, not path_id/list index.
2	level3:no_path	notification	net (broken) N			needs-context	level3:raw_ascii@187656	type=raw_bytes	ItemsHolder | Energy3 | Energy1 || Text (TMP) | FishedVisuals | friendIcon (2)	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@186472:; level4::raw_ascii@305208:; v1.1.3 locations=level3::raw_ascii@187656:; level4::raw_ascii@329768:. Use source text plus neighbouring object context, not path_id/list index.
2	level3:no_path	unknown	ShowItemIcons			needs-context	level3:raw_ascii@138812	type=raw_bytes	JournalButtonOff | Directional Light | JournalHolder || bait N | Particle System | ducttape N	needs context before choosing dictionary/runtime/plugin fix	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@137628:; v1.1.3 locations=level3::raw_ascii@138812:. Use source text plus neighbouring object context, not path_id/list index.
2	level3:no_path	unknown	UseDuctTape			needs-context	level3:raw_ascii@195416	type=raw_bytes	Text (TMP) | Text (TMP) | scubaTaskCamera || SettingsFade | mixamorig:LeftForeArm | mixamorig:Spine	needs context before choosing dictionary/runtime/plugin fix	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3::raw_ascii@194232:; level4::raw_ascii@336472:; v1.1.3 locations=level3::raw_ascii@195416:; level4::raw_ascii@364616:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:10348	unknown	Choose an item...	Выберите предмет...		needs-context	level4:path_id=10348:raw_length_prefixed@2144412	type=MonoBehaviour; name=choice_question_text; script=Unity.TextMeshPro:TMPro.TextMeshProUGUI; gameobject=choice_question_text; dump=level4/MonoBehaviour/10348__choice_question_text.json		translations/source_queue.tsv, then rebuild XUnity dictionary	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:9603:raw_length_prefixed@2042540:choice_question_text; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level4:10348:raw_length_prefixed@2144412:choice_question_text; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
2	level4:10442	item	Fish Can	Банка рыбы		suspicious-mapping	level4:path_id=10442:raw_length_prefixed@2178720	type=MonoBehaviour; name=food_fish (1); script=Assembly-CSharp:CursorInfoMaker; gameobject=food_fish (1); dump=level4/MonoBehaviour/10442__food_fish_1.json		translations/source_queue.tsv, then rebuild XUnity dictionary	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:9693:raw_length_prefixed@2074656:food_fish (1); level4:9780:raw_length_prefixed@2084912:food_fish (2); level4:9832:raw_length_prefixed@2091984:food_fish (4); level4:9908:raw_length_prefixed@2100832:food_fish (3); level4:9911:raw_length_prefixed@2101152:food_fish; +6 more; v1.1.3 locations=level4:10442:raw_length_prefixed@2178720:food_fish (1); level4:10533:raw_length_prefixed@2189872:food_fish (2); level4:10587:raw_length_prefixed@2197552:food_fish (4); level4:10664:raw_length_prefixed@2206544:food_fish (3); level4:10667:raw_length_prefixed@2206864:food_fish; +6 more. Use source text plus neighbouring object context, not path_id/list index.
2	level4:10828	unknown	chest	Сундук		needs-context	level4:path_id=10828:raw_length_prefixed@2228056	type=MonoBehaviour; name=HandyMan; script=Assembly-CSharp:handyman_event; gameobject=HandyMan; dump=level4/MonoBehaviour/10828__HandyMan.json		needs context before choosing dictionary/runtime/plugin fix	low/medium: verify in clean v1.1.3	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:10069:raw_length_prefixed@2121576:HandyMan; level4:10204:raw_length_prefixed@2139648:LootBoxChest; sharedassets1.assets:470:m_Name:chest; sharedassets1.assets:470:raw_length_prefixed@9836152:chest; sharedassets1.assets:470:raw_length_prefixed@9836164:chest; +6 more; v1.1.3 locations=level4:10828:raw_length_prefixed@2228056:HandyMan; level4:10963:raw_length_prefixed@2246128:LootBoxChest; sharedassets1.assets:480:m_Name:chest; sharedassets1.assets:480:raw_length_prefixed@7315664:chest; sharedassets1.assets:480:raw_length_prefixed@7315676:chest; +6 more. Use source text plus neighbouring object context, not path_id/list index.
2	level4:1581	item	fishpivot (2)			suspicious-mapping	level4:path_id=1581:m_Name	type=GameObject; name=fishpivot (2); dump=level4/GameObject/1581__fishpivot_2.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1396:m_Name:fishpivot (2); level4:2434:m_Name:fishpivot (2); level4::raw_ascii@344984:; level4::raw_ascii@413368:; v1.1.3 locations=level4:1581:m_Name:fishpivot (2); level4:2754:m_Name:fishpivot (2); level4::raw_ascii@374136:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:1709	item	MonsterFishModel (7)			suspicious-mapping	level4:path_id=1709:m_Name	type=GameObject; name=MonsterFishModel (7); dump=level4/GameObject/1709__MonsterFishModel_7.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1508:m_Name:MonsterFishModel (7); level4::raw_ascii@352376:; v1.1.3 locations=level4:1709:m_Name:MonsterFishModel (7); level4::raw_ascii@382488:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:1797	item	fishie (5)			suspicious-mapping	level4:path_id=1797:m_Name	type=GameObject; name=fishie (5); dump=level4/GameObject/1797__fishie_5.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1584:m_Name:fishie (5); level4::raw_ascii@357164:; v1.1.3 locations=level4:1797:m_Name:fishie (5); level4::raw_ascii@387948:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:1813	item	fishie (7)			suspicious-mapping	level4:path_id=1813:m_Name	type=GameObject; name=fishie (7); dump=level4/GameObject/1813__fishie_7.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1599:m_Name:fishie (7); level4::raw_ascii@358140:; v1.1.3 locations=level4:1813:m_Name:fishie (7); level4::raw_ascii@388972:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:1987	item	fishie (1)			suspicious-mapping	level4:path_id=1987:m_Name	type=GameObject; name=fishie (1); dump=level4/GameObject/1987__fishie_1.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1753:m_Name:fishie (1); level4::raw_ascii@368428:; v1.1.3 locations=level4:1987:m_Name:fishie (1); level4::raw_ascii@400380:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:2050	item	fishpivot (1)			suspicious-mapping	level4:path_id=2050:m_Name	type=GameObject; name=fishpivot (1); dump=level4/GameObject/2050__fishpivot_1.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1809:m_Name:fishpivot (1); level4:2297:m_Name:fishpivot (1); level4::raw_ascii@372104:; level4::raw_ascii@404280:; v1.1.3 locations=level4:2050:m_Name:fishpivot (1); level4:2601:m_Name:fishpivot (1); level4::raw_ascii@404456:; level4::raw_ascii@440424:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:2071	item	fishie (3)			suspicious-mapping	level4:path_id=2071:m_Name	type=GameObject; name=fishie (3); dump=level4/GameObject/2071__fishie_3.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1824:m_Name:fishie (3); level4::raw_ascii@373084:; v1.1.3 locations=level4:2071:m_Name:fishie (3); level4::raw_ascii@405772:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:2130	item	MonsterFishModel (3)			suspicious-mapping	level4:path_id=2130:m_Name	type=GameObject; name=MonsterFishModel (3); dump=level4/GameObject/2130__MonsterFishModel_3.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:1876:m_Name:MonsterFishModel (3); level4::raw_ascii@376440:; v1.1.3 locations=level4:2130:m_Name:MonsterFishModel (3); level4::raw_ascii@409560:. Use source text plus neighbouring object context, not path_id/list index.
2	level4:2664	item	fishie (4)			suspicious-mapping	level4:path_id=2664:m_Name	type=GameObject; name=fishie (4); dump=level4/GameObject/2664__fishie_4.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:2353:m_Name:fishie (4); level4::raw_ascii@408044:; v1.1.3 locations=level4:2664:m_Name:fishie (4). Use source text plus neighbouring object context, not path_id/list index.
2	level4:443	item	fishie (2)			suspicious-mapping	level4:path_id=443:m_Name	type=GameObject; name=fishie (2); dump=level4/GameObject/443__fishie_2.json		add/update source-text entry in translations/source_queue.tsv	high: serialized location moved between versions	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level4:391:m_Name:fishie (2); level4::raw_ascii@278860:; v1.1.3 locations=level4:443:m_Name:fishie (2); level4::raw_ascii@300284:. Use source text plus neighbouring object context, not path_id/list index.
