source	file	byte_offset	length	object_path_id	script	gameobject_path_id	gameobject_name	kind
Highlighted	resources.assets	16134772	11	2297	UnityEngine.UI:UnityEngine.UI.Toggle	503	Toggle	mono_string_candidate
Pressed	resources.assets	16134788	7	2297	UnityEngine.UI:UnityEngine.UI.Toggle	503	Toggle	mono_string_candidate
Highlighted	resources.assets	16134800	11	2297	UnityEngine.UI:UnityEngine.UI.Toggle	503	Toggle	mono_string_candidate
Disabled	resources.assets	16134816	8	2297	UnityEngine.UI:UnityEngine.UI.Toggle	503	Toggle	mono_string_candidate
New Text	resources.assets	16135028	8	2298	UnityEngine.UI:UnityEngine.UI.Text	817	Text	mono_string_candidate
New Text	resources.assets	16135188	8	2299	UnityEngine.UI:UnityEngine.UI.Text	818	Text	mono_string_candidate
Normal	resources.assets	16136088	6	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
Highlighted	resources.assets	16136100	11	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
Pressed	resources.assets	16136116	7	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
Selected	resources.assets	16136128	8	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
Disabled	resources.assets	16136140	8	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerIntField, Unity.RenderPipelines.Core.Runtime	resources.assets	16136184	83	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
OnDecrement	resources.assets	16136272	11	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16136304	31	2305	UnityEngine.UI:UnityEngine.UI.Button	656	<	mono_string_candidate
Normal	resources.assets	16136600	6	2306	UnityEngine.UI:UnityEngine.UI.Toggle	639	Toggle	mono_string_candidate
Highlighted	resources.assets	16136612	11	2306	UnityEngine.UI:UnityEngine.UI.Toggle	639	Toggle	mono_string_candidate
Pressed	resources.assets	16136628	7	2306	UnityEngine.UI:UnityEngine.UI.Toggle	639	Toggle	mono_string_candidate
Highlighted	resources.assets	16136640	11	2306	UnityEngine.UI:UnityEngine.UI.Toggle	639	Toggle	mono_string_candidate
Disabled	resources.assets	16136656	8	2306	UnityEngine.UI:UnityEngine.UI.Toggle	639	Toggle	mono_string_candidate
Normal	resources.assets	16136952	6	2307	UnityEngine.UI:UnityEngine.UI.Toggle	640	Toggle	mono_string_candidate
Highlighted	resources.assets	16136964	11	2307	UnityEngine.UI:UnityEngine.UI.Toggle	640	Toggle	mono_string_candidate
Pressed	resources.assets	16136980	7	2307	UnityEngine.UI:UnityEngine.UI.Toggle	640	Toggle	mono_string_candidate
Highlighted	resources.assets	16136992	11	2307	UnityEngine.UI:UnityEngine.UI.Toggle	640	Toggle	mono_string_candidate
Disabled	resources.assets	16137008	8	2307	UnityEngine.UI:UnityEngine.UI.Toggle	640	Toggle	mono_string_candidate
Normal	resources.assets	16137528	6	2310	UnityEngine.UI:UnityEngine.UI.Toggle	758	Toggle	mono_string_candidate
Highlighted	resources.assets	16137540	11	2310	UnityEngine.UI:UnityEngine.UI.Toggle	758	Toggle	mono_string_candidate
Pressed	resources.assets	16137556	7	2310	UnityEngine.UI:UnityEngine.UI.Toggle	758	Toggle	mono_string_candidate
Highlighted	resources.assets	16137568	11	2310	UnityEngine.UI:UnityEngine.UI.Toggle	758	Toggle	mono_string_candidate
Disabled	resources.assets	16137584	8	2310	UnityEngine.UI:UnityEngine.UI.Toggle	758	Toggle	mono_string_candidate
Normal	resources.assets	16137880	6	2311	UnityEngine.UI:UnityEngine.UI.Toggle	759	Toggle	mono_string_candidate
Highlighted	resources.assets	16137892	11	2311	UnityEngine.UI:UnityEngine.UI.Toggle	759	Toggle	mono_string_candidate
Pressed	resources.assets	16137908	7	2311	UnityEngine.UI:UnityEngine.UI.Toggle	759	Toggle	mono_string_candidate
Highlighted	resources.assets	16137920	11	2311	UnityEngine.UI:UnityEngine.UI.Toggle	759	Toggle	mono_string_candidate
Disabled	resources.assets	16137936	8	2311	UnityEngine.UI:UnityEngine.UI.Toggle	759	Toggle	mono_string_candidate
New Text	resources.assets	16138148	8	2312	UnityEngine.UI:UnityEngine.UI.Text	716	Text	mono_string_candidate
New Text	resources.assets	16138308	8	2313	UnityEngine.UI:UnityEngine.UI.Text	717	Text	mono_string_candidate
New Text	resources.assets	16138468	8	2314	UnityEngine.UI:UnityEngine.UI.Text	446	Text	mono_string_candidate
New Text	resources.assets	16138628	8	2315	UnityEngine.UI:UnityEngine.UI.Text	447	Text	mono_string_candidate
Normal	resources.assets	16138872	6	2316	UnityEngine.UI:UnityEngine.UI.Toggle	607	Toggle	mono_string_candidate
Highlighted	resources.assets	16138884	11	2316	UnityEngine.UI:UnityEngine.UI.Toggle	607	Toggle	mono_string_candidate
Pressed	resources.assets	16138900	7	2316	UnityEngine.UI:UnityEngine.UI.Toggle	607	Toggle	mono_string_candidate
Highlighted	resources.assets	16138912	11	2316	UnityEngine.UI:UnityEngine.UI.Toggle	607	Toggle	mono_string_candidate
Disabled	resources.assets	16138928	8	2316	UnityEngine.UI:UnityEngine.UI.Toggle	607	Toggle	mono_string_candidate
Normal	resources.assets	16139224	6	2317	UnityEngine.UI:UnityEngine.UI.Toggle	608	Toggle	mono_string_candidate
Highlighted	resources.assets	16139236	11	2317	UnityEngine.UI:UnityEngine.UI.Toggle	608	Toggle	mono_string_candidate
Pressed	resources.assets	16139252	7	2317	UnityEngine.UI:UnityEngine.UI.Toggle	608	Toggle	mono_string_candidate
Highlighted	resources.assets	16139264	11	2317	UnityEngine.UI:UnityEngine.UI.Toggle	608	Toggle	mono_string_candidate
Disabled	resources.assets	16139280	8	2317	UnityEngine.UI:UnityEngine.UI.Toggle	608	Toggle	mono_string_candidate
New Text	resources.assets	16139780	8	2320	UnityEngine.UI:UnityEngine.UI.Text	577	Text	mono_string_candidate
New Text	resources.assets	16139940	8	2321	UnityEngine.UI:UnityEngine.UI.Text	578	Text	mono_string_candidate
Normal	resources.assets	16140472	6	2324	UnityEngine.UI:UnityEngine.UI.Toggle	575	Toggle	mono_string_candidate
Highlighted	resources.assets	16140484	11	2324	UnityEngine.UI:UnityEngine.UI.Toggle	575	Toggle	mono_string_candidate
Pressed	resources.assets	16140500	7	2324	UnityEngine.UI:UnityEngine.UI.Toggle	575	Toggle	mono_string_candidate
Highlighted	resources.assets	16140512	11	2324	UnityEngine.UI:UnityEngine.UI.Toggle	575	Toggle	mono_string_candidate
Disabled	resources.assets	16140528	8	2324	UnityEngine.UI:UnityEngine.UI.Toggle	575	Toggle	mono_string_candidate
Normal	resources.assets	16140824	6	2325	UnityEngine.UI:UnityEngine.UI.Toggle	576	Toggle	mono_string_candidate
Highlighted	resources.assets	16140836	11	2325	UnityEngine.UI:UnityEngine.UI.Toggle	576	Toggle	mono_string_candidate
Pressed	resources.assets	16140852	7	2325	UnityEngine.UI:UnityEngine.UI.Toggle	576	Toggle	mono_string_candidate
Highlighted	resources.assets	16140864	11	2325	UnityEngine.UI:UnityEngine.UI.Toggle	576	Toggle	mono_string_candidate
Disabled	resources.assets	16140880	8	2325	UnityEngine.UI:UnityEngine.UI.Toggle	576	Toggle	mono_string_candidate
New Text	resources.assets	16141092	8	2326	UnityEngine.UI:UnityEngine.UI.Text	659	Text	mono_string_candidate
New Text	resources.assets	16141252	8	2327	UnityEngine.UI:UnityEngine.UI.Text	660	Text	mono_string_candidate
New Text	resources.assets	16141556	8	2329	UnityEngine.UI:UnityEngine.UI.Text	469	Text	mono_string_candidate
New Text	resources.assets	16141716	8	2330	UnityEngine.UI:UnityEngine.UI.Text	470	Text	mono_string_candidate
New Text	resources.assets	16142324	8	2335	UnityEngine.UI:UnityEngine.UI.Text	601	Text	mono_string_candidate
New Text	resources.assets	16142484	8	2336	UnityEngine.UI:UnityEngine.UI.Text	602	Text	mono_string_candidate
Normal	resources.assets	16142952	6	2339	UnityEngine.UI:UnityEngine.UI.Toggle	611	Toggle	mono_string_candidate
Highlighted	resources.assets	16142964	11	2339	UnityEngine.UI:UnityEngine.UI.Toggle	611	Toggle	mono_string_candidate
Pressed	resources.assets	16142980	7	2339	UnityEngine.UI:UnityEngine.UI.Toggle	611	Toggle	mono_string_candidate
Highlighted	resources.assets	16142992	11	2339	UnityEngine.UI:UnityEngine.UI.Toggle	611	Toggle	mono_string_candidate
Disabled	resources.assets	16143008	8	2339	UnityEngine.UI:UnityEngine.UI.Toggle	611	Toggle	mono_string_candidate
Normal	resources.assets	16143304	6	2340	UnityEngine.UI:UnityEngine.UI.Toggle	612	Toggle	mono_string_candidate
Highlighted	resources.assets	16143316	11	2340	UnityEngine.UI:UnityEngine.UI.Toggle	612	Toggle	mono_string_candidate
Pressed	resources.assets	16143332	7	2340	UnityEngine.UI:UnityEngine.UI.Toggle	612	Toggle	mono_string_candidate
Highlighted	resources.assets	16143344	11	2340	UnityEngine.UI:UnityEngine.UI.Toggle	612	Toggle	mono_string_candidate
Disabled	resources.assets	16143360	8	2340	UnityEngine.UI:UnityEngine.UI.Toggle	612	Toggle	mono_string_candidate
Normal	resources.assets	16144664	6	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
Highlighted	resources.assets	16144676	11	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
Pressed	resources.assets	16144692	7	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
Highlighted	resources.assets	16144704	11	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
Disabled	resources.assets	16144720	8	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerPanel, Unity.RenderPipelines.Core.Runtime	resources.assets	16144764	80	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
ResetDebugManager	resources.assets	16144848	17	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16144888	31	2348	UnityEngine.UI:UnityEngine.UI.Button	626	Reset Button	mono_string_candidate
Enum	resources.assets	16145380	4	2351	UnityEngine.UI:UnityEngine.UI.Text	617	Value	mono_string_candidate
New Text	resources.assets	16145988	8	2355	UnityEngine.UI:UnityEngine.UI.Text	496	Text	mono_string_candidate
New Text	resources.assets	16146148	8	2356	UnityEngine.UI:UnityEngine.UI.Text	497	Text	mono_string_candidate
Normal	resources.assets	16147272	6	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
Highlighted	resources.assets	16147284	11	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
Pressed	resources.assets	16147300	7	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
Selected	resources.assets	16147312	8	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
Disabled	resources.assets	16147324	8	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerObjectPopupField, Unity.RenderPipelines.Core.Runtime	resources.assets	16147368	91	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
OnIncrement	resources.assets	16147464	11	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16147496	31	2363	UnityEngine.UI:UnityEngine.UI.Button	798	Increment	mono_string_candidate
New Text	resources.assets	16148516	8	2370	UnityEngine.UI:UnityEngine.UI.Text	811	Text	mono_string_candidate
New Text	resources.assets	16148676	8	2371	UnityEngine.UI:UnityEngine.UI.Text	812	Text	mono_string_candidate
Normal	resources.assets	16148920	6	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
Highlighted	resources.assets	16148932	11	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
Pressed	resources.assets	16148948	7	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
Selected	resources.assets	16148960	8	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
Disabled	resources.assets	16148972	8	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerUIntField, Unity.RenderPipelines.Core.Runtime	resources.assets	16149016	84	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
OnDecrement	resources.assets	16149104	11	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16149136	31	2372	UnityEngine.UI:UnityEngine.UI.Button	750	<	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerPanel, Unity.RenderPipelines.Core.Runtime	resources.assets	16149260	80	2373	UnityEngine.UI:UnityEngine.EventSystems.EventTrigger	272	Scrollbar Horizontal	mono_string_candidate
OnScrollbarClicked	resources.assets	16149344	18	2373	UnityEngine.UI:UnityEngine.EventSystems.EventTrigger	272	Scrollbar Horizontal	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16149384	31	2373	UnityEngine.UI:UnityEngine.EventSystems.EventTrigger	272	Scrollbar Horizontal	mono_string_candidate
New Text	resources.assets	16150164	8	2378	UnityEngine.UI:UnityEngine.UI.Text	650	Text	mono_string_candidate
New Text	resources.assets	16150324	8	2379	UnityEngine.UI:UnityEngine.UI.Text	651	Text	mono_string_candidate
Normal	resources.assets	16150568	6	2380	UnityEngine.UI:UnityEngine.UI.Toggle	724	Toggle	mono_string_candidate
Highlighted	resources.assets	16150580	11	2380	UnityEngine.UI:UnityEngine.UI.Toggle	724	Toggle	mono_string_candidate
Pressed	resources.assets	16150596	7	2380	UnityEngine.UI:UnityEngine.UI.Toggle	724	Toggle	mono_string_candidate
Highlighted	resources.assets	16150608	11	2380	UnityEngine.UI:UnityEngine.UI.Toggle	724	Toggle	mono_string_candidate
Disabled	resources.assets	16150624	8	2380	UnityEngine.UI:UnityEngine.UI.Toggle	724	Toggle	mono_string_candidate
Normal	resources.assets	16150920	6	2381	UnityEngine.UI:UnityEngine.UI.Toggle	725	Toggle	mono_string_candidate
Highlighted	resources.assets	16150932	11	2381	UnityEngine.UI:UnityEngine.UI.Toggle	725	Toggle	mono_string_candidate
Pressed	resources.assets	16150948	7	2381	UnityEngine.UI:UnityEngine.UI.Toggle	725	Toggle	mono_string_candidate
Highlighted	resources.assets	16150960	11	2381	UnityEngine.UI:UnityEngine.UI.Toggle	725	Toggle	mono_string_candidate
Disabled	resources.assets	16150976	8	2381	UnityEngine.UI:UnityEngine.UI.Toggle	725	Toggle	mono_string_candidate
TEST	resources.assets	16151188	4	2382	UnityEngine.UI:UnityEngine.UI.Text	707	Text	mono_string_candidate
Normal	resources.assets	16153320	6	2394	UnityEngine.UI:UnityEngine.UI.Toggle	713	Toggle	mono_string_candidate
Highlighted	resources.assets	16153332	11	2394	UnityEngine.UI:UnityEngine.UI.Toggle	713	Toggle	mono_string_candidate
Pressed	resources.assets	16153348	7	2394	UnityEngine.UI:UnityEngine.UI.Toggle	713	Toggle	mono_string_candidate
Highlighted	resources.assets	16153360	11	2394	UnityEngine.UI:UnityEngine.UI.Toggle	713	Toggle	mono_string_candidate
Disabled	resources.assets	16153376	8	2394	UnityEngine.UI:UnityEngine.UI.Toggle	713	Toggle	mono_string_candidate
Normal	resources.assets	16153672	6	2395	UnityEngine.UI:UnityEngine.UI.Toggle	714	Toggle	mono_string_candidate
Highlighted	resources.assets	16153684	11	2395	UnityEngine.UI:UnityEngine.UI.Toggle	714	Toggle	mono_string_candidate
Pressed	resources.assets	16153700	7	2395	UnityEngine.UI:UnityEngine.UI.Toggle	714	Toggle	mono_string_candidate
Highlighted	resources.assets	16153712	11	2395	UnityEngine.UI:UnityEngine.UI.Toggle	714	Toggle	mono_string_candidate
Disabled	resources.assets	16153728	8	2395	UnityEngine.UI:UnityEngine.UI.Toggle	714	Toggle	mono_string_candidate
New Text	resources.assets	16154516	8	2400	UnityEngine.UI:UnityEngine.UI.Text	624	Text	mono_string_candidate
New Text	resources.assets	16154676	8	2401	UnityEngine.UI:UnityEngine.UI.Text	625	Text	mono_string_candidate
Normal	resources.assets	16155944	6	2409	UnityEngine.UI:UnityEngine.UI.Toggle	562	Toggle	mono_string_candidate
Highlighted	resources.assets	16155956	11	2409	UnityEngine.UI:UnityEngine.UI.Toggle	562	Toggle	mono_string_candidate
Pressed	resources.assets	16155972	7	2409	UnityEngine.UI:UnityEngine.UI.Toggle	562	Toggle	mono_string_candidate
Highlighted	resources.assets	16155984	11	2409	UnityEngine.UI:UnityEngine.UI.Toggle	562	Toggle	mono_string_candidate
Disabled	resources.assets	16156000	8	2409	UnityEngine.UI:UnityEngine.UI.Toggle	562	Toggle	mono_string_candidate
Normal	resources.assets	16156296	6	2410	UnityEngine.UI:UnityEngine.UI.Toggle	563	Toggle	mono_string_candidate
Highlighted	resources.assets	16156308	11	2410	UnityEngine.UI:UnityEngine.UI.Toggle	563	Toggle	mono_string_candidate
Pressed	resources.assets	16156324	7	2410	UnityEngine.UI:UnityEngine.UI.Toggle	563	Toggle	mono_string_candidate
Highlighted	resources.assets	16156336	11	2410	UnityEngine.UI:UnityEngine.UI.Toggle	563	Toggle	mono_string_candidate
Disabled	resources.assets	16156352	8	2410	UnityEngine.UI:UnityEngine.UI.Toggle	563	Toggle	mono_string_candidate
Normal	resources.assets	16156936	6	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
Highlighted	resources.assets	16156948	11	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
Pressed	resources.assets	16156964	7	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
Selected	resources.assets	16156976	8	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
Disabled	resources.assets	16156988	8	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerIntField, Unity.RenderPipelines.Core.Runtime	resources.assets	16157032	83	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
OnIncrement	resources.assets	16157120	11	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16157152	31	2413	UnityEngine.UI:UnityEngine.UI.Button	764	>>>	mono_string_candidate
Assets/UniStorm Weather System/Resources/Components/Resources/UniStorm Data.asset	resources.assets	16157680	81	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
Player	resources.assets	16157816	6	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
FPS Player	resources.assets	16157828	10	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
MainCamera	resources.assets	16157844	10	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
Main Camera	resources.assets	16157860	11	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
Respawn	resources.assets	16161152	7	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
Respawn	resources.assets	16161288	7	2415	Assembly-CSharp:UniStorm.UniStormSystem	645	UniStorm URP System	mono_string_candidate
New Text	resources.assets	16170404	8	2420	UnityEngine.UI:UnityEngine.UI.Text	801	Text	mono_string_candidate
New Text	resources.assets	16170564	8	2421	UnityEngine.UI:UnityEngine.UI.Text	802	Text	mono_string_candidate
Normal	resources.assets	16170808	6	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
Highlighted	resources.assets	16170820	11	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
Pressed	resources.assets	16170836	7	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
Selected	resources.assets	16170848	8	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
Disabled	resources.assets	16170860	8	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerUIntField, Unity.RenderPipelines.Core.Runtime	resources.assets	16170904	84	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
OnIncrement	resources.assets	16170992	11	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16171024	31	2422	UnityEngine.UI:UnityEngine.UI.Button	682	>>>	mono_string_candidate
Normal	resources.assets	16171896	6	2427	UnityEngine.UI:UnityEngine.UI.Toggle	663	Toggle	mono_string_candidate
Highlighted	resources.assets	16171908	11	2427	UnityEngine.UI:UnityEngine.UI.Toggle	663	Toggle	mono_string_candidate
Pressed	resources.assets	16171924	7	2427	UnityEngine.UI:UnityEngine.UI.Toggle	663	Toggle	mono_string_candidate
Highlighted	resources.assets	16171936	11	2427	UnityEngine.UI:UnityEngine.UI.Toggle	663	Toggle	mono_string_candidate
Disabled	resources.assets	16171952	8	2427	UnityEngine.UI:UnityEngine.UI.Toggle	663	Toggle	mono_string_candidate
Normal	resources.assets	16172248	6	2428	UnityEngine.UI:UnityEngine.UI.Toggle	664	Toggle	mono_string_candidate
Highlighted	resources.assets	16172260	11	2428	UnityEngine.UI:UnityEngine.UI.Toggle	664	Toggle	mono_string_candidate
Pressed	resources.assets	16172276	7	2428	UnityEngine.UI:UnityEngine.UI.Toggle	664	Toggle	mono_string_candidate
Highlighted	resources.assets	16172288	11	2428	UnityEngine.UI:UnityEngine.UI.Toggle	664	Toggle	mono_string_candidate
Disabled	resources.assets	16172304	8	2428	UnityEngine.UI:UnityEngine.UI.Toggle	664	Toggle	mono_string_candidate
New Text	resources.assets	16172740	8	2431	UnityEngine.UI:UnityEngine.UI.Text	667	Text	mono_string_candidate
New Text	resources.assets	16172900	8	2432	UnityEngine.UI:UnityEngine.UI.Text	668	Text	mono_string_candidate
Normal	resources.assets	16173432	6	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
Highlighted	resources.assets	16173444	11	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
Pressed	resources.assets	16173460	7	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
Selected	resources.assets	16173472	8	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
Disabled	resources.assets	16173484	8	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerUIntField, Unity.RenderPipelines.Core.Runtime	resources.assets	16173528	84	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
OnIncrement	resources.assets	16173616	11	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16173648	31	2435	UnityEngine.UI:UnityEngine.UI.Button	675	>	mono_string_candidate
Normal	resources.assets	16174168	6	2438	UnityEngine.UI:UnityEngine.UI.Toggle	712	Toggle	mono_string_candidate
Highlighted	resources.assets	16174180	11	2438	UnityEngine.UI:UnityEngine.UI.Toggle	712	Toggle	mono_string_candidate
Pressed	resources.assets	16174196	7	2438	UnityEngine.UI:UnityEngine.UI.Toggle	712	Toggle	mono_string_candidate
Highlighted	resources.assets	16174208	11	2438	UnityEngine.UI:UnityEngine.UI.Toggle	712	Toggle	mono_string_candidate
Disabled	resources.assets	16174224	8	2438	UnityEngine.UI:UnityEngine.UI.Toggle	712	Toggle	mono_string_candidate
Normal	resources.assets	16174520	6	2439	UnityEngine.UI:UnityEngine.UI.Toggle	504	Toggle	mono_string_candidate
Highlighted	resources.assets	16174532	11	2439	UnityEngine.UI:UnityEngine.UI.Toggle	504	Toggle	mono_string_candidate
Pressed	resources.assets	16174548	7	2439	UnityEngine.UI:UnityEngine.UI.Toggle	504	Toggle	mono_string_candidate
Highlighted	resources.assets	16174560	11	2439	UnityEngine.UI:UnityEngine.UI.Toggle	504	Toggle	mono_string_candidate
Disabled	resources.assets	16174576	8	2439	UnityEngine.UI:UnityEngine.UI.Toggle	504	Toggle	mono_string_candidate
Normal	resources.assets	16174872	6	2440	UnityEngine.UI:UnityEngine.UI.Toggle	505	Toggle	mono_string_candidate
Highlighted	resources.assets	16174884	11	2440	UnityEngine.UI:UnityEngine.UI.Toggle	505	Toggle	mono_string_candidate
Pressed	resources.assets	16174900	7	2440	UnityEngine.UI:UnityEngine.UI.Toggle	505	Toggle	mono_string_candidate
Highlighted	resources.assets	16174912	11	2440	UnityEngine.UI:UnityEngine.UI.Toggle	505	Toggle	mono_string_candidate
Disabled	resources.assets	16174928	8	2440	UnityEngine.UI:UnityEngine.UI.Toggle	505	Toggle	mono_string_candidate
New Text	resources.assets	16175428	8	2443	UnityEngine.UI:UnityEngine.UI.Text	487	Text	mono_string_candidate
New Text	resources.assets	16175588	8	2444	UnityEngine.UI:UnityEngine.UI.Text	488	Text	mono_string_candidate
New Text	resources.assets	16176340	8	2449	UnityEngine.UI:UnityEngine.UI.Text	494	Text	mono_string_candidate
New Text	resources.assets	16176500	8	2450	UnityEngine.UI:UnityEngine.UI.Text	495	Text	mono_string_candidate
New Text	resources.assets	16176660	8	2451	UnityEngine.UI:UnityEngine.UI.Text	807	Text	mono_string_candidate
New Text	resources.assets	16176820	8	2452	UnityEngine.UI:UnityEngine.UI.Text	808	Text	mono_string_candidate
Normal	resources.assets	16178072	6	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
Highlighted	resources.assets	16178084	11	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
Pressed	resources.assets	16178100	7	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
Selected	resources.assets	16178112	8	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
Disabled	resources.assets	16178124	8	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerIntField, Unity.RenderPipelines.Core.Runtime	resources.assets	16178168	83	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
OnDecrement	resources.assets	16178256	11	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16178288	31	2460	UnityEngine.UI:UnityEngine.UI.Button	739	<<<	mono_string_candidate
Normal	resources.assets	16179256	6	2469	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	697	Header	mono_string_candidate
Highlighted	resources.assets	16179268	11	2469	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	697	Header	mono_string_candidate
Pressed	resources.assets	16179284	7	2469	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	697	Header	mono_string_candidate
Highlighted	resources.assets	16179296	11	2469	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	697	Header	mono_string_candidate
Disabled	resources.assets	16179312	8	2469	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	697	Header	mono_string_candidate
Normal	resources.assets	16179640	6	2470	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	698	Header	mono_string_candidate
