seed	found_string	file	encoding_method	byte_offset	nearby_strings	in_source_queue	in_generated_dictionary	recommended_action
Right	orborder-right-widthborder-top-colorborder-top-left-radiusborder-top-right-radiusborder-top-widthborder-widthborderBottomColorborderBottomLeftRadiusborderBottomRightRadiusborderBottomWidthborderColorborderLeftColorborder	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	299084	ect__unity-collection-view-internal-binding__unity-drag-and-drop__source-view__unity-multi-column-bindable-element__unity-multi-column-bound-column__vertical__vertical-scroller__visual_broken_compareInfo_fallback_ignoreC | ase_keyPairArray_keyPairContainer_keyPairExported_normalY_options_positionNormalBuffer_positionSS_publicKey_strDefault_uAttenuation_uBaseCloudOffset_uBaseNoise_uCloudAlpha_uCloudNoiseScale_uCloudsAmbientColorBottom_uClou | dsAmbientColorTop_uCloudsBaseEdgeSoftness_uCloudsBaseScale_uCloudsBottom_uCloudsBottomSoftness_uCloudsCoverage_uCloudsCoverageBias_uCloudsDensity_uCloudsDetailScale_uCloudsDetailStrength_uCloudsHeight_uCloudsMovementSpee | d_uCloudsTurbulenceSpeed_uCount_uCurlNoise_uDetailCloudOffset_uDetailNoise_uFogColor_uHorizonColorFadeEnd_uHorizonColorFadeStart_uHorizonFadeEnd_uHorizonFadeStart_uJitter_uLightning_uLightningColor_uLightningTimer_uLowre | sCloudTex_uMoonColor_uMoonDir_uPreviousCloudTex_uRaymarchOffset_uSimulatedCloudAlpha_uSize_uSunColor_uSunDir_uSunFadeEnd_uWorldSpaceCameraPos_xScanline_xmlC_xmlD_xmlI_xmlW_xyBuffer_yScanline` and convert to `` could not | be instantiated. A parameter-less constructor or an explicit construction method is required.` instead of ` is not supported. This is an internal bug. Please report using `Help > Report a Bug...` ` not supported. Only G, | g, D, d, X, x are supported.`, expecting to start with a leading `,` comma.`.`. Value must be in range [`: The given type is not assignable to target type.`: reached end while reading length`AddRenderPass` is not compat | ible with the Native Render Pass Compiler. It is meant to be used with the HDRP Compiler. The APIs that are compatible with the Native Render Pass Compiler are AddUnsafePass, AddComputePass and AddRasterRenderPass.aa los | t name should not be null or empty, this probably points to an importer or serialization bugabsoluteaccelerationStructureaccessactionactivatedactiveaddPackageaddbaitaddbait-3adddistanceadddistance-addhappenaddhappen-addh | appen-noseagulladdhappen-special_manaddhappen-special_whoaddhappen-special_womanaddressadjustedAscenderadjustedDescenderadjustedHorizontalAdvanceadvancedaes128aes128wrapaes192aes192wrapaes256aes256wrapafalgorithmaliceblu | ealignalign-contentalign-itemsalign-selfalignContentalignItemsalignSelfallall | <custom-ident>allcapsallow-addallow-empty-selectionallow-removeallowAddallowEmptySelectionallowRemovealphaalphaHitTestMinimumThreshold shoul | d not be modified on a texture not readeable or not using Crunch Compression.alternativeGlyphamampand STP android/util/LogangleantiquewhiteanyOfap. J.-C.aposappearapplicationapplication/channels/channel/clientProvidersap | plication/channels/channel/serverProvidersaquaaquamarinearar-DZar-IQar-SAarabicargsargsBufferargumentTypearmarnarrayarray has less elements than passed count.array too small. numBytes/offset wrong.arrayIndexasascenderasc | iiasn1asnEncodedDataaspectRatioassemassemblyassemblyFullNameassemblyNameassemblyName cannot have zero length.assemblyStringassemblyString cannot have zero lengthassetDatabaseInitRefreshassetExportassetImportassetImportSt | atusasync cmdasyncResultattributeTypeautoauto-correctionauto-expandautoCorrectionautoExpandaxisazaz-cyrlaz-latnazurebbabackground-colorbackground-imagebackground-positionbackground-position-xbackground-position-ybackgrou | nd-repeatbackground-sizebackgroundColorbackgroundImagebackgroundPositionbackgroundPositionXbackgroundPositionYbackgroundRepeatbackgroundSizebackspacebaitbaseLinebaseNoisebaseUribaseUtcOffsetbebecause MSAA is on. MSAA mus | t be disabled globally for all cameras in XR mode.because MSAA is on. Turn MSAA off on the camera or current URP Asset.because camera has dynamic resolution enabled. You can use a constant render scale instead.because ca | mera has post-processing disabled.because camera is stacked.because the renderer does not implement motion vectors. Motion vectors are required.beigebest-fitbestFitbgbig5bindItembinding-pathbinding-source-selection-modeb	no	no	add_or_update_exact_source_if_player_facing
Left	ty_WorldBoundingSphereunity_WorldToCameraunity_WorldToObjectunknownunsetunsignedIntunsignedLongupupper-centerupper-leftupper-left | middle-left | lower-left | upper-center | middle-center | lower-center | upper-right | m	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	328784	input 0x{0:x8} '{1}'text-overflowtext-shadowtext: textAlignmenttextEditiontextElementtextOverflowtextSelectiontextSettingstextShadowtextSpans: textWrappingModetextareatextfieldtexturetexture={0}, hotspot={1}textureToCop | ytgtg-cyrlthth-THthistlethrowtickstiledtimetimeOfDaytimeouttimeoutTickstiming-functiontinttintColortitletktntotoStringtoUnittoggletoggleOnLabelClicktomatotooheavytooltiptoptopLefttopRighttotalLevelCountBuffertotalMilliSe | condstotalWidthtouchtouch-scroll-typetouchScrollBehaviortrtrackedtransform-origintransformNamestransformOrigintransitiontransition-delaytransition-durationtransition-propertytransition-timing-functiontransitionDelaytrans | itionDurationtransitionPropertytransitionTimingFunctiontranslatetransparenttrianglestriple-click-selects-linetripleClickSelectsLinetruetrueendingtryskipnightttturnturnleftturnrightturquoisetvOStypetype is not a subclass | of Multicastdelegatetype is not subclass of MulticastDelegate.type is null.typeArgumentstypeInfotypeNametypeof({0})typestzmtzm-latnuucs-2uguintuint2({0}, {1})uint2x2({0}, {1}, {2}, {3})uint2x3({0}, {1}, {2}, {3}, {4}, | {5})uint2x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7})uint3({0}, {1}, {2})uint3x2({0}, {1}, {2}, {3}, {4}, {5})uint3x3({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8})uint3x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, | {9}, {10}, {11})uint4({0}, {1}, {2}, {3})uint4x2({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7})uint4x3({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11})uint4x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9 | }, {10}, {11}, {12}, {13}, {14}, {15})ukulongunbindItemunderlineColorunicodeunicode-1-1-utf-7unicode-1-1-utf-8unicode-2-0-utf-7unicode-2-0-utf-8unicodeFFFEunitunity-base-dropdownunity-base-fieldunity-base-popup-fielduni | ty-base-sliderunity-base-text-fieldunity-bounds-fieldunity-bounds-int-fieldunity-boxunity-buttonunity-button-groupunity-checkmarkunity-collection-viewunity-composite-fieldunity-contentunity-content-and-vertical-scroll-co | ntainerunity-content-containerunity-content-viewportunity-disabledunity-double-fieldunity-drag-containerunity-draggerunity-dragger-borderunity-draglineunity-dragline-anchorunity-enum-fieldunity-fillunity-float-fieldunity | -foldoutunity-group-boxunity-hash128-fieldunity-height-inputunity-help-boxunity-hiddenunity-high-buttonunity-imageunity-imgui-containerunity-inspector-elementunity-inspector-main-containerunity-integer-fieldunity-labelun | ity-list-viewunity-long-fieldunity-low-buttonunity-m_Center-inputunity-m_Extent-inputunity-m_Position-inputunity-m_Size-inputunity-min-max-sliderunity-multi-column-headerunity-multi-column-header-column-iconunity-multi-c | olumn-header-column-titleunity-multi-column-header-containerunity-multi-column-scroll-viewunity-multi-column-viewunity-panel-containerunity-popup-fieldunity-popup-windowunity-progress-barunity-radio-buttonunity-radio-but | ton-groupunity-rect-fieldunity-rect-int-fieldunity-repeat-buttonunity-scroll-viewunity-scrollerunity-sliderunity-slider-intunity-tabunity-tab-viewunity-text-elementunity-text-element--inner-input-field-componentunity-tex | t-fieldunity-text-inputunity-thumb-maxunity-thumb-minunity-toggleunity-toggle-button-groupunity-trackerunity-tree-viewunity-two-pane-split-viewunity-two-pane-split-view--horizontalunity-two-pane-split-view--verticalunity | -two-pane-split-view__content-containerunity-two-pane-split-view__draglineunity-two-pane-split-view__dragline-anchorunity-ui-document__rootunity-unsigned-integer-fieldunity-unsigned-long-fieldunity-vector2-fieldunity-vec | tor2-int-fieldunity-vector3-fieldunity-vector3-int-fieldunity-vector4-fieldunity-vertical-collection-scroll-viewunity-w-inputunity-width-inputunity-x-inputunity-y-inputunity-z-inputunity5BuildAssetBundlesunityBackgroundI | mageTintColorunityBackgroundScaleModeunityEditorTextRenderingModeunityFontunityFontDefinitionunityFontStyleAndWeightunityOverflowClipBoxunityParagraphSpacingunitySliceBottomunitySliceLeftunitySliceRightunitySliceScaleuni	no	no	add_or_update_exact_source_if_player_facing
Right	ty_WorldBoundingSphereunity_WorldToCameraunity_WorldToObjectunknownunsetunsignedIntunsignedLongupupper-centerupper-leftupper-left | middle-left | lower-left | upper-center | middle-center | lower-center | upper-right | m	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	328784	input 0x{0:x8} '{1}'text-overflowtext-shadowtext: textAlignmenttextEditiontextElementtextOverflowtextSelectiontextSettingstextShadowtextSpans: textWrappingModetextareatextfieldtexturetexture={0}, hotspot={1}textureToCop | ytgtg-cyrlthth-THthistlethrowtickstiledtimetimeOfDaytimeouttimeoutTickstiming-functiontinttintColortitletktntotoStringtoUnittoggletoggleOnLabelClicktomatotooheavytooltiptoptopLefttopRighttotalLevelCountBuffertotalMilliSe | condstotalWidthtouchtouch-scroll-typetouchScrollBehaviortrtrackedtransform-origintransformNamestransformOrigintransitiontransition-delaytransition-durationtransition-propertytransition-timing-functiontransitionDelaytrans | itionDurationtransitionPropertytransitionTimingFunctiontranslatetransparenttrianglestriple-click-selects-linetripleClickSelectsLinetruetrueendingtryskipnightttturnturnleftturnrightturquoisetvOStypetype is not a subclass | of Multicastdelegatetype is not subclass of MulticastDelegate.type is null.typeArgumentstypeInfotypeNametypeof({0})typestzmtzm-latnuucs-2uguintuint2({0}, {1})uint2x2({0}, {1}, {2}, {3})uint2x3({0}, {1}, {2}, {3}, {4}, | {5})uint2x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7})uint3({0}, {1}, {2})uint3x2({0}, {1}, {2}, {3}, {4}, {5})uint3x3({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8})uint3x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, | {9}, {10}, {11})uint4({0}, {1}, {2}, {3})uint4x2({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7})uint4x3({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11})uint4x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9 | }, {10}, {11}, {12}, {13}, {14}, {15})ukulongunbindItemunderlineColorunicodeunicode-1-1-utf-7unicode-1-1-utf-8unicode-2-0-utf-7unicode-2-0-utf-8unicodeFFFEunitunity-base-dropdownunity-base-fieldunity-base-popup-fielduni | ty-base-sliderunity-base-text-fieldunity-bounds-fieldunity-bounds-int-fieldunity-boxunity-buttonunity-button-groupunity-checkmarkunity-collection-viewunity-composite-fieldunity-contentunity-content-and-vertical-scroll-co | ntainerunity-content-containerunity-content-viewportunity-disabledunity-double-fieldunity-drag-containerunity-draggerunity-dragger-borderunity-draglineunity-dragline-anchorunity-enum-fieldunity-fillunity-float-fieldunity | -foldoutunity-group-boxunity-hash128-fieldunity-height-inputunity-help-boxunity-hiddenunity-high-buttonunity-imageunity-imgui-containerunity-inspector-elementunity-inspector-main-containerunity-integer-fieldunity-labelun | ity-list-viewunity-long-fieldunity-low-buttonunity-m_Center-inputunity-m_Extent-inputunity-m_Position-inputunity-m_Size-inputunity-min-max-sliderunity-multi-column-headerunity-multi-column-header-column-iconunity-multi-c | olumn-header-column-titleunity-multi-column-header-containerunity-multi-column-scroll-viewunity-multi-column-viewunity-panel-containerunity-popup-fieldunity-popup-windowunity-progress-barunity-radio-buttonunity-radio-but | ton-groupunity-rect-fieldunity-rect-int-fieldunity-repeat-buttonunity-scroll-viewunity-scrollerunity-sliderunity-slider-intunity-tabunity-tab-viewunity-text-elementunity-text-element--inner-input-field-componentunity-tex | t-fieldunity-text-inputunity-thumb-maxunity-thumb-minunity-toggleunity-toggle-button-groupunity-trackerunity-tree-viewunity-two-pane-split-viewunity-two-pane-split-view--horizontalunity-two-pane-split-view--verticalunity | -two-pane-split-view__content-containerunity-two-pane-split-view__draglineunity-two-pane-split-view__dragline-anchorunity-ui-document__rootunity-unsigned-integer-fieldunity-unsigned-long-fieldunity-vector2-fieldunity-vec | tor2-int-fieldunity-vector3-fieldunity-vector3-int-fieldunity-vector4-fieldunity-vertical-collection-scroll-viewunity-w-inputunity-width-inputunity-x-inputunity-y-inputunity-z-inputunity5BuildAssetBundlesunityBackgroundI | mageTintColorunityBackgroundScaleModeunityEditorTextRenderingModeunityFontunityFontDefinitionunityFontStyleAndWeightunityOverflowClipBoxunityParagraphSpacingunitySliceBottomunitySliceLeftunitySliceRightunitySliceScaleuni	no	no	add_or_update_exact_source_if_player_facing
Right	iddle-right | lower-rightupper-rightuppercaseururiuriFormaturiStringurlurl attribute is required in client element when it contains activated entriesurp_ReflProbes_Atlasurp_ReflProbes_BoxMaxurp_ReflProbes_BoxMinurp_ReflP	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	329004	ytgtg-cyrlthth-THthistlethrowtickstiledtimetimeOfDaytimeouttimeoutTickstiming-functiontinttintColortitletktntotoStringtoUnittoggletoggleOnLabelClicktomatotooheavytooltiptoptopLefttopRighttotalLevelCountBuffertotalMilliSe | condstotalWidthtouchtouch-scroll-typetouchScrollBehaviortrtrackedtransform-origintransformNamestransformOrigintransitiontransition-delaytransition-durationtransition-propertytransition-timing-functiontransitionDelaytrans | itionDurationtransitionPropertytransitionTimingFunctiontranslatetransparenttrianglestriple-click-selects-linetripleClickSelectsLinetruetrueendingtryskipnightttturnturnleftturnrightturquoisetvOStypetype is not a subclass | of Multicastdelegatetype is not subclass of MulticastDelegate.type is null.typeArgumentstypeInfotypeNametypeof({0})typestzmtzm-latnuucs-2uguintuint2({0}, {1})uint2x2({0}, {1}, {2}, {3})uint2x3({0}, {1}, {2}, {3}, {4}, | {5})uint2x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7})uint3({0}, {1}, {2})uint3x2({0}, {1}, {2}, {3}, {4}, {5})uint3x3({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8})uint3x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, | {9}, {10}, {11})uint4({0}, {1}, {2}, {3})uint4x2({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7})uint4x3({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11})uint4x4({0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9 | }, {10}, {11}, {12}, {13}, {14}, {15})ukulongunbindItemunderlineColorunicodeunicode-1-1-utf-7unicode-1-1-utf-8unicode-2-0-utf-7unicode-2-0-utf-8unicodeFFFEunitunity-base-dropdownunity-base-fieldunity-base-popup-fielduni | ty-base-sliderunity-base-text-fieldunity-bounds-fieldunity-bounds-int-fieldunity-boxunity-buttonunity-button-groupunity-checkmarkunity-collection-viewunity-composite-fieldunity-contentunity-content-and-vertical-scroll-co | ntainerunity-content-containerunity-content-viewportunity-disabledunity-double-fieldunity-drag-containerunity-draggerunity-dragger-borderunity-draglineunity-dragline-anchorunity-enum-fieldunity-fillunity-float-fieldunity | -foldoutunity-group-boxunity-hash128-fieldunity-height-inputunity-help-boxunity-hiddenunity-high-buttonunity-imageunity-imgui-containerunity-inspector-elementunity-inspector-main-containerunity-integer-fieldunity-labelun | ity-list-viewunity-long-fieldunity-low-buttonunity-m_Center-inputunity-m_Extent-inputunity-m_Position-inputunity-m_Size-inputunity-min-max-sliderunity-multi-column-headerunity-multi-column-header-column-iconunity-multi-c | olumn-header-column-titleunity-multi-column-header-containerunity-multi-column-scroll-viewunity-multi-column-viewunity-panel-containerunity-popup-fieldunity-popup-windowunity-progress-barunity-radio-buttonunity-radio-but | ton-groupunity-rect-fieldunity-rect-int-fieldunity-repeat-buttonunity-scroll-viewunity-scrollerunity-sliderunity-slider-intunity-tabunity-tab-viewunity-text-elementunity-text-element--inner-input-field-componentunity-tex | t-fieldunity-text-inputunity-thumb-maxunity-thumb-minunity-toggleunity-toggle-button-groupunity-trackerunity-tree-viewunity-two-pane-split-viewunity-two-pane-split-view--horizontalunity-two-pane-split-view--verticalunity | -two-pane-split-view__content-containerunity-two-pane-split-view__draglineunity-two-pane-split-view__dragline-anchorunity-ui-document__rootunity-unsigned-integer-fieldunity-unsigned-long-fieldunity-vector2-fieldunity-vec | tor2-int-fieldunity-vector3-fieldunity-vector3-int-fieldunity-vector4-fieldunity-vertical-collection-scroll-viewunity-w-inputunity-width-inputunity-x-inputunity-y-inputunity-z-inputunity5BuildAssetBundlesunityBackgroundI | mageTintColorunityBackgroundScaleModeunityEditorTextRenderingModeunityFontunityFontDefinitionunityFontStyleAndWeightunityOverflowClipBoxunityParagraphSpacingunitySliceBottomunitySliceLeftunitySliceRightunitySliceScaleuni | tySliceTopunitySliceTypeunityTextAlignunityTextAutoSizeunityTextGeneratorunityTextOutlineunityTextOutlineColorunityTextOutlineWidthunityTextOverflowPositionunity_AmbientEquatorunity_AmbientGroundunity_AmbientSkyunity_Bil	no	no	add_or_update_exact_source_if_player_facing
Left	left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	362916	GetDayOfNNN | GetDayOfMN | GetHebrewDayOfNM | GetDayOfNM | GetDayOfMNN | GetDayOfYNN | GetDayOfNNY | GetDayOfYMN | GetDayOfYN | GetDayOfYM | AdjustTimeMark | timeMark | AdjustHour | GetTimeOfN | GetTimeOfNN | GetTimeOfNNN | GetDateOfDSN | GetDateOfNDS	no	no	add_or_update_exact_source_if_player_facing
Right	right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	362921	GetDayOfNNN | GetDayOfMN | GetHebrewDayOfNM | GetDayOfNM | GetDayOfMNN | GetDayOfYNN | GetDayOfNNY | GetDayOfYMN | GetDayOfYN | GetDayOfYM | AdjustTimeMark | timeMark | AdjustHour | GetTimeOfN | GetTimeOfNN | GetTimeOfNNN | GetDateOfDSN | GetDateOfNDS	no	no	add_or_update_exact_source_if_player_facing
Resume	KeyResume	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	394590	GetCustomAttributesBase | GetCustomAttributesDataInternal | GetCustomAttributesData | GetCustomAttributesDataBase | GetPseudoCustomAttributesData | AttributeType | IsDefinedInternal | property | GetBasePropertyDefinition | evt | GetBaseEventDefinition | GetBase | RetrieveAttributeUsageNoCache | RetrieveAttributeUsage | corlib | usage_cache | DefaultAttributeUsage | AttributeInfo	no	no	add_or_update_exact_source_if_player_facing
Left	Left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	398117	EnterSecureMode | EnterProtectedMode | EnterReverseMode | EnterStandoutMode | EnterUnderlineMode | EraseChars | ExitAltCharsetMode | ExitAttributeMode | ExitCaMode | ExitDeleteMode | ExitInsertMode | ExitStandoutMode | ExitUnderlineMode | FlashScreen | FormFeed | FromStatusLine | Init1string | Init2string	no	no	add_or_update_exact_source_if_player_facing
Right	Right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	398126	EnterSecureMode | EnterProtectedMode | EnterReverseMode | EnterStandoutMode | EnterUnderlineMode | EraseChars | ExitAltCharsetMode | ExitAttributeMode | ExitCaMode | ExitDeleteMode | ExitInsertMode | ExitStandoutMode | ExitUnderlineMode | FlashScreen | FormFeed | FromStatusLine | Init1string | Init2string	no	no	add_or_update_exact_source_if_player_facing
Left	right_to_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	491335	PercentGroupSeparator | PercentSymbol | PerMilleSymbol | StringInfo | get_Indexes | set_String | get_LengthInTextElements | ucCurrent | currentCharCount | GetCurrentTextElementLen | ParseCombiningCharacters | m_str | m_indexes | Indexes | LengthInTextElements | TaiwanCalendar | taiwanEraInfo | TextInfo	no	no	add_or_update_exact_source_if_player_facing
Right	right_to_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	491335	PercentGroupSeparator | PercentSymbol | PerMilleSymbol | StringInfo | get_Indexes | set_String | get_LengthInTextElements | ucCurrent | currentCharCount | GetCurrentTextElementLen | ParseCombiningCharacters | m_str | m_indexes | Indexes | LengthInTextElements | TaiwanCalendar | taiwanEraInfo | TextInfo	no	no	add_or_update_exact_source_if_player_facing
Left	get_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	602438	GetScreenPointerState | s_RuntimePointerStates | s_PlayerPointerLocations | s_PressedButtons | s_PlayerPanelWithSoftPointerCapture | s_WorldSpaceDocumentWithSoftPointerCapture | s_CameraWithSoftPointerCapture | LocationFlag | OutsidePanel | PointerLocation | get_Panel | set_Panel | set_Flags | SetLocation | <Position>k__BackingField | <Panel>k__BackingField | <Flags>k__BackingField | Panel	no	no	add_or_update_exact_source_if_player_facing
Left	set_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	602447	s_RuntimePointerStates | s_PlayerPointerLocations | s_PressedButtons | s_PlayerPanelWithSoftPointerCapture | s_WorldSpaceDocumentWithSoftPointerCapture | s_CameraWithSoftPointerCapture | LocationFlag | OutsidePanel | PointerLocation | get_Panel | set_Panel | set_Flags | SetLocation | <Position>k__BackingField | <Panel>k__BackingField | <Flags>k__BackingField | Panel | RuntimePointerState	no	no	add_or_update_exact_source_if_player_facing
Right	get_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	602472	s_PlayerPointerLocations | s_PressedButtons | s_PlayerPanelWithSoftPointerCapture | s_WorldSpaceDocumentWithSoftPointerCapture | s_CameraWithSoftPointerCapture | LocationFlag | OutsidePanel | PointerLocation | get_Panel | set_Panel | set_Flags | SetLocation | <Position>k__BackingField | <Panel>k__BackingField | <Flags>k__BackingField | Panel | RuntimePointerState | hit	no	no	add_or_update_exact_source_if_player_facing
Right	set_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	602482	s_PlayerPointerLocations | s_PressedButtons | s_PlayerPanelWithSoftPointerCapture | s_WorldSpaceDocumentWithSoftPointerCapture | s_CameraWithSoftPointerCapture | LocationFlag | OutsidePanel | PointerLocation | get_Panel | set_Panel | set_Flags | SetLocation | <Position>k__BackingField | <Panel>k__BackingField | <Flags>k__BackingField | Panel | RuntimePointerState | hit	no	no	add_or_update_exact_source_if_player_facing
Left	m_Left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	602514	s_PlayerPanelWithSoftPointerCapture | s_WorldSpaceDocumentWithSoftPointerCapture | s_CameraWithSoftPointerCapture | LocationFlag | OutsidePanel | PointerLocation | get_Panel | set_Panel | set_Flags | SetLocation | <Position>k__BackingField | <Panel>k__BackingField | <Flags>k__BackingField | Panel | RuntimePointerState | hit | updateFrameCount | RaycastHit	no	no	add_or_update_exact_source_if_player_facing
Right	m_Right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	602527	s_WorldSpaceDocumentWithSoftPointerCapture | s_CameraWithSoftPointerCapture | LocationFlag | OutsidePanel | PointerLocation | get_Panel | set_Panel | set_Flags | SetLocation | <Position>k__BackingField | <Panel>k__BackingField | <Flags>k__BackingField | Panel | RuntimePointerState | hit | updateFrameCount | RaycastHit | distance	no	no	add_or_update_exact_source_if_player_facing
Settings	Settings	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	609297	set_imguiKeyboardControl | imguiKeyboardControlID | imguiContainerHavingKeyboardControl | forceSwitch | SyncIMGUIFocus | <focusRing>k__BackingField | m_SelectedTextElement | m_FocusedElements | m_LastFocusedElement | m_LastPendingFocusedElement | m_PendingFocusCount | <imguiKeyboardControl>k__BackingField | selectedTextElement | focusedElement | imguiKeyboardControl | FocusedElement | m_SubTreeRoot | m_FocusedElement	yes	yes	already_covered
Left	UnityEngine.UIElements.IStyle.get_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	639282	GetWrappingTransitionData | ConvertTransitionTime | ConvertTransitionFunction | s_ComputedTransitionsBuffer | <ConvertTransitionFunction>b__12_0 | <ConvertTransitionFunction>b__12_1 | <ConvertTransitionFunction>b__12_2 | <ConvertTransitionFunction>b__12_3 | <ConvertTransitionFunction>b__12_4 | <ConvertTransitionFunction>b__12_5 | <ConvertTransitionFunction>b__12_6 | <ConvertTransitionFunction>b__12_7 | <ConvertTransitionFunction>b__12_8 | <ConvertTransitionFunction>b__12_9 | <ConvertTransitionFunction>b__12_10 | <ConvertTransitionFunction>b__12_11 | <ConvertTransitionFunction>b__12_12 | <ConvertTransitionFunction>b__12_13	no	no	add_or_update_exact_source_if_player_facing
Left	UnityEngine.UIElements.IStyle.set_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	639321	ConvertTransitionFunction | s_ComputedTransitionsBuffer | <ConvertTransitionFunction>b__12_0 | <ConvertTransitionFunction>b__12_1 | <ConvertTransitionFunction>b__12_2 | <ConvertTransitionFunction>b__12_3 | <ConvertTransitionFunction>b__12_4 | <ConvertTransitionFunction>b__12_5 | <ConvertTransitionFunction>b__12_6 | <ConvertTransitionFunction>b__12_7 | <ConvertTransitionFunction>b__12_8 | <ConvertTransitionFunction>b__12_9 | <ConvertTransitionFunction>b__12_10 | <ConvertTransitionFunction>b__12_11 | <ConvertTransitionFunction>b__12_12 | <ConvertTransitionFunction>b__12_13 | <ConvertTransitionFunction>b__12_14 | <ConvertTransitionFunction>b__12_15	no	no	add_or_update_exact_source_if_player_facing
Right	UnityEngine.UIElements.IStyle.get_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	640796	FilterFunctionType | Tint | Invert | Grayscale | Sepia | FilterParameterType | FilterParameter | get_type | set_type | get_floatValue | set_floatValue | get_colorValue | set_colorValue | m_FloatValue | m_ColorValue | floatValue | colorValue | FilterFunction	no	no	add_or_update_exact_source_if_player_facing
Right	UnityEngine.UIElements.IStyle.set_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	640836	Grayscale | Sepia | FilterParameterType | FilterParameter | get_type | set_type | get_floatValue | set_floatValue | get_colorValue | set_colorValue | m_FloatValue | m_ColorValue | floatValue | colorValue | FilterFunction | get_parameterCount | GetDefinition | m_ParameterCount	no	no	add_or_update_exact_source_if_player_facing
