source	asset_file	object_type	object_name	path_id	field_path	offset_or_location	confidence	notes
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_flashlight_good].title	csv row 70	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew it wanted to feast. I tried feeding it my leftovers, desperate to distract it.<br>Everything went blank after that. I woke up with teeth marks all over my lower body… and I don’t think I can feel one of my feet.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_food_bad].text	csv row 65	high	player-facing TextAsset CSV payload
Death Feeding	resources.assets	TextAsset	journals	158	m_Script[monsterfish_food_bad].title	csv row 65	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew it wanted to feast. With a shaking hand, I picked up some cans from my boat and tried offering fish to it.<br>If I hadn’t done that, I’d probably have become its supper.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_food_good].text	csv row 64	high	player-facing TextAsset CSV payload
Feeding Death	resources.assets	TextAsset	journals	158	m_Script[monsterfish_food_good].title	csv row 64	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew I had only seconds to act. Soon after, it was staring down the barrel of my harpoon gun, and one precise shot made it flee from the boat.<br>May it never find me again, especially without ammunition.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_hookgun].text	csv row 66	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_hookgun].title	csv row 66	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I thought a fishnet would either distract it or win me a record in fishing.<br>But everything went blank after the throw. I woke up with only half my toes intact and huge teeth marks on both of my legs.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_net_bad].text	csv row 67	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_net_bad].title	csv row 67	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I was sure it was just a nightmare, so I tried to ignore it and drifted off again.<br>It’s daytime now, but I still feel like I’m being watched…	resources.assets	TextAsset	journals	158	m_Script[monsterfish_sleep].text	csv row 68	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_sleep].title	csv row 68	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I was sure it was just a nightmare, so I tried to ignore it and drifted off again.<br>I woke up with only half my toes intact and huge teeth marks on my legs.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_sleep_bad].text	csv row 69	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_sleep_bad].title	csv row 69	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I felt hopeless. I couldn’t look into those dark holes any longer.<br>I hid behind my umbrella and prayed… Everything went blank after that. I woke up with tears all over my body, and some of my toes missing.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_umbrella_bad].text	csv row 73	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_umbrella_bad].title	csv row 73	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I felt hopeless. I couldn’t look into those dark holes any longer.<br>I hid behind my umbrella, hoping it didn’t have object permanence. I was relieved when I saw no trace of it after peeking again.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_umbrella_good].text	csv row 72	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_umbrella_good].title	csv row 72	high	player-facing TextAsset CSV payload
The boat arrived at a point of diverging paths. None of them looked appealing.<br>I flipped an imaginary coin in my head, and that’s the way we’re headed now.<br>If only the shallow rocky bottom along that route were imaginary too… it was one bumpy passage.	resources.assets	TextAsset	journals	158	m_Script[needsdirection_break].text	csv row 24	high	player-facing TextAsset CSV payload
The Sea Took the Wheel	resources.assets	TextAsset	journals	158	m_Script[needsdirection_break].title	csv row 24	high	player-facing TextAsset CSV payload
The boat arrived at a fork in the waterway. I had hoped I could simply keep rowing forward, but in the end, I had to make a choice.<br>I turned left.<br>The waters seemed calmer that way. I just hope I made the right decision…	resources.assets	TextAsset	journals	158	m_Script[needsdirection_left].text	csv row 22	high	player-facing TextAsset CSV payload
Choices…	resources.assets	TextAsset	journals	158	m_Script[needsdirection_left].title	csv row 22	high	player-facing TextAsset CSV payload
The boat arrived at a fork in the waterway. I had hoped I could simply keep rowing forward, but in the end, I had to make a choice.<br>I turned right.<br>I trusted the dangerous waters more than the empty horizon…	resources.assets	TextAsset	journals	158	m_Script[needsdirection_right].text	csv row 23	high	player-facing TextAsset CSV payload
Choices…	resources.assets	TextAsset	journals	158	m_Script[needsdirection_right].title	csv row 23	high	player-facing TextAsset CSV payload
A little rain isn’t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>But I also needed proper rest, so I covered my head with a bucket to get some unbothered sleep.	resources.assets	TextAsset	journals	158	m_Script[rain_bucket].text	csv row 26	high	player-facing TextAsset CSV payload
Shower Night	resources.assets	TextAsset	journals	158	m_Script[rain_bucket].title	csv row 26	high	player-facing TextAsset CSV payload
I hate getting my socks wet as it is, and now I just had to wake up with all my clothes cold and drenched. I’m not a heavy sleeper either, so something had to help me drift off.<br>The map which proved to be useless, held up just long enough… until I woke up with pieces of it in my mouth. Yuck.	resources.assets	TextAsset	journals	158	m_Script[rain_map].text	csv row 27	high	player-facing TextAsset CSV payload
Shower Night	resources.assets	TextAsset	journals	158	m_Script[rain_map].title	csv row 27	high	player-facing TextAsset CSV payload
Rain can be calming, even when things aren’t great.<br>Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>Still, I drifted off quickly to the sound of droplets hitting the ocean.	resources.assets	TextAsset	journals	158	m_Script[rain_sleep].text	csv row 28	high	player-facing TextAsset CSV payload
Shower Night	resources.assets	TextAsset	journals	158	m_Script[rain_sleep].title	csv row 28	high	player-facing TextAsset CSV payload
Rain can be calming, even when things aren’t great.<br>Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night.	resources.assets	TextAsset	journals	158	m_Script[rain_sleep_bad].text	csv row 29	high	player-facing TextAsset CSV payload
Shower Night	resources.assets	TextAsset	journals	158	m_Script[rain_sleep_bad].title	csv row 29	high	player-facing TextAsset CSV payload
A little rain isn’t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>I don’t want to catch a cold, though, so I rolled out my umbrella for the night.	resources.assets	TextAsset	journals	158	m_Script[rain_umbrella].text	csv row 25	high	player-facing TextAsset CSV payload
Shower Night	resources.assets	TextAsset	journals	158	m_Script[rain_umbrella].title	csv row 25	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifting too far with the dangerous currents.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_anchor].text	csv row 32	high	player-facing TextAsset CSV payload
Stuck Under the Weather	resources.assets	TextAsset	journals	158	m_Script[rainstorm_anchor].title	csv row 32	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Worked like a metallic charm.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_bucket].text	csv row 33	high	player-facing TextAsset CSV payload
Roaring Clouds	resources.assets	TextAsset	journals	158	m_Script[rainstorm_bucket].title	csv row 33	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. The morning was spent reorganizing the things that survived the storm.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_bucket_lost].text	csv row 34	high	player-facing TextAsset CSV payload
Roaring Clouds	resources.assets	TextAsset	journals	158	m_Script[rainstorm_bucket_lost].title	csv row 34	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet clothes.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_sleep].text	csv row 35	high	player-facing TextAsset CSV payload
Roaring Clouds	resources.assets	TextAsset	journals	158	m_Script[rainstorm_sleep].title	csv row 35	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep.<br>My supplies were hit too, and the morning was spent rearranging everything so it’s in order again.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_sleep_lost].text	csv row 36	high	player-facing TextAsset CSV payload
Roaring Clouds	resources.assets	TextAsset	journals	158	m_Script[rainstorm_sleep_lost].title	csv row 36	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the best idea to use one during a storm in the middle of the ocean.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_umbrella].text	csv row 30	high	player-facing TextAsset CSV payload
Roaring Clouds	resources.assets	TextAsset	journals	158	m_Script[rainstorm_umbrella].title	csv row 30	high	player-facing TextAsset CSV payload
I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tears from the strong winds that came with the storm.	resources.assets	TextAsset	journals	158	m_Script[rainstorm_umbrella_lost].text	csv row 31	high	player-facing TextAsset CSV payload
Roaring Clouds	resources.assets	TextAsset	journals	158	m_Script[rainstorm_umbrella_lost].title	csv row 31	high	player-facing TextAsset CSV payload
A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>It looked tired and hungry, it must have been flying for quite a while. I couldn’t resist and shared some of my food with it. I may have made a new friend!	resources.assets	TextAsset	journals	158	m_Script[seagull_eat].text	csv row 39	high	player-facing TextAsset CSV payload
A Feathered Friend?	resources.assets	TextAsset	journals	158	m_Script[seagull_eat].title	csv row 39	high	player-facing TextAsset CSV payload
A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>But when it started pecking a bit too close to my supplies, I decided to shoo it away with my flashlight. This boat is too small for one more guest.	resources.assets	TextAsset	journals	158	m_Script[seagull_flashlight].text	csv row 37	high	player-facing TextAsset CSV payload
I Get the Last Laugh!	resources.assets	TextAsset	journals	158	m_Script[seagull_flashlight].title	csv row 37	high	player-facing TextAsset CSV payload
A curious seagull made a visit to the boat last night. Too bad it found the person who’s much desperate for any food they can get their hands on.<br>Lucky for the quick one it was, my plan didn’t work out as intended, and it flew away freely.	resources.assets	TextAsset	journals	158	m_Script[seagull_net].text	csv row 38	high	player-facing TextAsset CSV payload
Close Call Culinary	resources.assets	TextAsset	journals	158	m_Script[seagull_net].title	csv row 38	high	player-facing TextAsset CSV payload
A curious seagull made a visit to the boat last night. During the night, it kept making laughing sounds, like someone had told it the best jokes ever.<br>Hard sleep, but I couldn’t care less. In the morning, only a feather was left in the boat, so I decorated my hat with it.	resources.assets	TextAsset	journals	158	m_Script[seagull_sleep].text	csv row 40	high	player-facing TextAsset CSV payload
Not a Night Owl.. or Seagull	resources.assets	TextAsset	journals	158	m_Script[seagull_sleep].title	csv row 40	high	player-facing TextAsset CSV payload
I had to pull an all-nighter. The sea had eyes. I was locked in a staring contest with it.<br>One eye lingered on my friend, hunger in its gaze. I was not its target…<br>By dawn, I woke up exhausted but relieved, as it left without harm.	resources.assets	TextAsset	journals	158	m_Script[seawatcher_kept_awake].text	csv row 102	high	player-facing TextAsset CSV payload
Must Stay Awake	resources.assets	TextAsset	journals	158	m_Script[seawatcher_kept_awake].title	csv row 102	high	player-facing TextAsset CSV payload
The sea had eyes. I was locked in a staring contest with it. I fought to stay awake, but sleep won.<br>I woke up in shock, my only friend was gone, leaving me alone in the boat.<br>And I think it’s all because of… Me. I must carry the guilt across the sea.	resources.assets	TextAsset	journals	158	m_Script[seawatcher_sleep_frienddied].text	csv row 104	high	player-facing TextAsset CSV payload
Loss	resources.assets	TextAsset	journals	158	m_Script[seawatcher_sleep_frienddied].title	csv row 104	high	player-facing TextAsset CSV payload
The sea had eyes. I was locked in a staring contest with it, but my eyelids grew too heavy and I slipped into sleep.<br>Sleep wasn’t much better.<br>I dreamed of my only friend dying in some horrible, indescribable way. Was this a warning…?	resources.assets	TextAsset	journals	158	m_Script[seawatcher_sleep_good].text	csv row 103	high	player-facing TextAsset CSV payload
Dareful Nap	resources.assets	TextAsset	journals	158	m_Script[seawatcher_sleep_good].title	csv row 103	high	player-facing TextAsset CSV payload
Fins surfaced, circling dangerously close.<br>Under the water I could make out their shape. They were no ordinary sharks. They had arms… fingers.<br>I wasn’t taking chances. I fired my only harpoon as a warning. They scattered. For now.	resources.assets	TextAsset	journals	158	m_Script[sharkmen_hookgun].text	csv row 105	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_hookgun].title	csv row 105	high	player-facing TextAsset CSV payload
Fins emerged from the water, so I tried to take matters into my own hands. I trust myself with sharks, or so I thought.<br>These were no ordinary sharks. One charged me underwater and tore a piece from my calf. If I hadn’t made it back to the boat, that would’ve been it.<br>But why did this shark… have arms?	resources.assets	TextAsset	journals	158	m_Script[sharkmen_scuba_attack].text	csv row 108	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_scuba_attack].title	csv row 108	high	player-facing TextAsset CSV payload
Fins emerged from the water, but they didn’t look like ordinary sharks. I think they had… hands? And fingers?<br>It turned out they were actually hunting a school of fish beneath the boat. I grabbed a few for myself and got out of the water quickly, before they grabbed me to have their next meal.	resources.assets	TextAsset	journals	158	m_Script[sharkmen_scuba_food].text	csv row 109	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_scuba_food].title	csv row 109	high	player-facing TextAsset CSV payload
Fins emerged from the water, roaming alarmingly close.<br>Under the surface, I could see that these were no ordinary sharks. They had arms… fingers.<br>I felt safe enough in the boat, so I stayed still and tried to sleep, careful not to disturb the water and draw their attention.	resources.assets	TextAsset	journals	158	m_Script[sharkmen_sleep].text	csv row 110	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_sleep].title	csv row 110	high	player-facing TextAsset CSV payload
Fins emerged from the water, roaming alarmingly close. But I felt safe in the boat, or so I thought.<br>These were no ordinary sharks. One of them grabbed me by the calf with its… hand? Took a huge bite out of it.<br>It’s still bleeding, but at least I won’t need to walk for a while anyway.	resources.assets	TextAsset	journals	158	m_Script[sharkmen_sleep_fail].text	csv row 111	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_sleep_fail].title	csv row 111	high	player-facing TextAsset CSV payload
Fins emerged from the water, roaming alarmingly close.<br>I tried to distract the nearest one with a swim ring, but in seconds a loud splash came, followed by that thing grabbing my leg with its… hands?<br>I’ve lost part of my calf. Luckily, I don’t need to walk for a while…	resources.assets	TextAsset	journals	158	m_Script[sharkmen_swimbelt_attack].text	csv row 107	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_swimbelt_attack].title	csv row 107	high	player-facing TextAsset CSV payload
Fins emerged from the water, roaming alarmingly close.<br>Under the surface, I could see that these were no ordinary sharks. They had arms… fingers.<br>With a perfect throw, I managed to confuse the closest one, leaving me unharmed, though I lost the swim ring in the process.	resources.assets	TextAsset	journals	158	m_Script[sharkmen_swimbelt_success].text	csv row 106	high	player-facing TextAsset CSV payload
Arms and Fingers	resources.assets	TextAsset	journals	158	m_Script[sharkmen_swimbelt_success].title	csv row 106	high	player-facing TextAsset CSV payload
I saw someone stranded on a rock in the distance. Before I could even question it, I started hearing this weirdly calming, serene melody.<br>Something this comforting had to be a trap, I thought. I refused to listen. By morning, it was gone.<br>Maybe it thought I disliked its song.	resources.assets	TextAsset	journals	158	m_Script[siren_gotaway].text	csv row 113	high	player-facing TextAsset CSV payload
Eeire Melody	resources.assets	TextAsset	journals	158	m_Script[siren_gotaway].title	csv row 113	high	player-facing TextAsset CSV payload
I saw someone stranded on a rock in the distance. Before I could even question it, I started hearing this weirdly calming, serene melody.<br>I wanted to inch closer, but in the end, I kept my distance, falling asleep peacefully to its song instead.	resources.assets	TextAsset	journals	158	m_Script[siren_slept].text	csv row 114	high	player-facing TextAsset CSV payload
Eeire Melody	resources.assets	TextAsset	journals	158	m_Script[siren_slept].title	csv row 114	high	player-facing TextAsset CSV payload
I saw someone stranded on a rock in the distance. Before I could even question it, I started hearing this weirdly calming, serene melody.<br>Knowing I shouldn’t approach, I went to sleep instead. But that thing sure as hell drew closer to me instead. Blood is still running down my ears.	resources.assets	TextAsset	journals	158	m_Script[siren_slept_attack].text	csv row 115	high	player-facing TextAsset CSV payload
Dirge	resources.assets	TextAsset	journals	158	m_Script[siren_slept_attack].title	csv row 115	high	player-facing TextAsset CSV payload
I saw someone stranded on a rock in the distance. Before I could even question it, I started hearing this weirdly calming, serene melody.<br>Trying to get closer, however, silenced the singing.<br>I woke up with bleeding ears and half my body hanging out of the boat. I scrambled back before it tipped over.	resources.assets	TextAsset	journals	158	m_Script[siren_telescope].text	csv row 112	high	player-facing TextAsset CSV payload
Dirge	resources.assets	TextAsset	journals	158	m_Script[siren_telescope].title	csv row 112	high	player-facing TextAsset CSV payload
Something struck the side of the boat, waking me up.<br>I pulled it onboard. Human remains… Old, just bones now.<br>But the hat was still intact, and stitched inside it was a name: “Damien.”	resources.assets	TextAsset	journals	158	m_Script[skeleton_found].text	csv row 121	high	player-facing TextAsset CSV payload
Mirror	resources.assets	TextAsset	journals	158	m_Script[skeleton_found].title	csv row 121	high	player-facing TextAsset CSV payload
Something struck the side of the boat, waking me up.<br>It was bones… human bones, drifting on the waves.<br>If this isn’t a sign to leave as fast as possible, I don’t know what is.<br>Still, I wonder whose remains they were… and how they ended up here.	resources.assets	TextAsset	journals	158	m_Script[skeleton_skipped].text	csv row 120	high	player-facing TextAsset CSV payload
Abandonment	resources.assets	TextAsset	journals	158	m_Script[skeleton_skipped].title	csv row 120	high	player-facing TextAsset CSV payload
I don’t know if it was the constant swaying or the sound of the waves, but I couldn’t get back to sleep.<br>My last effort was using a bucket to dampen the noise and block the moonlight, which gave me a few more hours of rest that night.	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_bucket].text	csv row 42	high	player-facing TextAsset CSV payload
Comfy Enough	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_bucket].title	csv row 42	high	player-facing TextAsset CSV payload
Usually I’m not scared to sleep in the dark, but you never feel safe in the middle of the ocean…<br>So as extra security, I improvised a night light out of my torch. I just hope those small batteries last a few more days.	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_flashlight].text	csv row 43	high	player-facing TextAsset CSV payload
Comfy Enough	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_flashlight].title	csv row 43	high	player-facing TextAsset CSV payload
I don’t know if it was the constant swaying or the hard plank under my head, but I couldn’t get back to sleep.<br>I should have thought of it earlier, but the swim ring is actually pretty comfortable to rest my head on. It solved my sleeping problems for the night.	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_swimbelt].text	csv row 41	high	player-facing TextAsset CSV payload
Comfy Enough	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_swimbelt].title	csv row 41	high	player-facing TextAsset CSV payload
I don’t know if it was the constant swaying or if I’m already going nuts, but I couldn’t sleep easily last night.<br>I kept switching between a few minutes of sleep and watching the moonlight dance on the waves all through the night.	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_trysleep].text	csv row 45	high	player-facing TextAsset CSV payload
Restless	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_trysleep].title	csv row 45	high	player-facing TextAsset CSV payload
I don’t know if it was the constant swaying or the brightness of the moon, but I couldn’t get back to sleep.<br>I opened my umbrella to block some of the light from my eyelids and managed to get a few more hours of rest.	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_umbrella].text	csv row 44	high	player-facing TextAsset CSV payload
Comfy Enough	resources.assets	TextAsset	journals	158	m_Script[sleptunwell_umbrella].title	csv row 44	high	player-facing TextAsset CSV payload
I was greeted by countless hungry mouths, not knowing whether they were after my supplies… or me.<br>My only chance to escape was to feed them. I didn’t have enough for all of them, but I tried anyway.<br>Throwing some bait distracted them just long enough for me to get away safely… for now.	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_bait].text	csv row 79	high	player-facing TextAsset CSV payload
Get Away!	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_bait].title	csv row 79	high	player-facing TextAsset CSV payload
Catching fish seems much more dangerous at night, in… wherever the hell I am right now.<br>Why are they so much bigger and so… eerie? A fishing rod won’t do here, I had to use weaponry to get myself some food to keep sailing on. It smells funny, but edible… probably.	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_hookgun].text	csv row 80	high	player-facing TextAsset CSV payload
Extreme Fishing	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_hookgun].title	csv row 80	high	player-facing TextAsset CSV payload
Loads of small, glowing eyes filled the waters.<br>I tried using my flashlight, pretending to be one of them.<br>They didn’t appreciate my disguise. The last thing I remember was the blinding light of their eyes.<br>I think I lost part of my ear.	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_lampattack].text	csv row 78	high	player-facing TextAsset CSV payload
Blinding Wounds	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_lampattack].title	csv row 78	high	player-facing TextAsset CSV payload
Catching fish seems much more dangerous at night, in… wherever the hell I am right now.<br>Why are they so much bigger and so… eerie? Their white, glowing eyes made me feel unwelcome in this nightmare of a sea.	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_net].text	csv row 77	high	player-facing TextAsset CSV payload
Extreme Fishing	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_net].title	csv row 77	high	player-facing TextAsset CSV payload
Loads of white, glowing dots filled the sea… watching. The fish were far bigger and much more unnerving than those I’d seen during the day.<br>But they didn’t seem able to hurt me, even though they kept watching me in my sleep all the way until dawn.	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_sleep].text	csv row 81	high	player-facing TextAsset CSV payload
Being Watched	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_sleep].title	csv row 81	high	player-facing TextAsset CSV payload
Loads of white, glowing dots filled the sea… watching. The fish were far bigger and much more unnerving than those I’d seen during the day.<br>I tried ignoring them, but they had other plans. The last thing I remember was the blinding light of their eyes.<br>I think I lost part of my ear.	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_sleep_lose].text	csv row 82	high	player-facing TextAsset CSV payload
Blinding Wounds	resources.assets	TextAsset	journals	158	m_Script[smallmonsterfish_sleep_lose].title	csv row 82	high	player-facing TextAsset CSV payload
A small rascal found its way onto my boat and was looking through my supplies.<br>Knowing it would try to escape with my belongings, I carefully took aim and struck it perfectly. Not only did I save my supplies, but the sack it dropped contained some food as well. Finders keepers.	resources.assets	TextAsset	journals	158	m_Script[snatcher_hookgun].text	csv row 150	high	player-facing TextAsset CSV payload
Snatcher	resources.assets	TextAsset	journals	158	m_Script[snatcher_hookgun].title	csv row 150	high	player-facing TextAsset CSV payload
A small rascal found its way onto my boat and started rummaging through my supplies.<br>I slowly reached for my net to catch it, but I should have been quicker. That pesky little thing got away with something that wasn't theirs to begin with.	resources.assets	TextAsset	journals	158	m_Script[snatcher_net].text	csv row 148	high	player-facing TextAsset CSV payload
Snatcher	resources.assets	TextAsset	journals	158	m_Script[snatcher_net].title	csv row 148	high	player-facing TextAsset CSV payload
I thought I was still asleep, so I didn’t give it much thought and went back to sleep.<br>Turns out that little rascal was not a figment of my imagination, but some kind of fish-troll that stole something from my boat. What an annoying creature.	resources.assets	TextAsset	journals	158	m_Script[snatcher_sleep].text	csv row 147	high	player-facing TextAsset CSV payload
Snatcher	resources.assets	TextAsset	journals	158	m_Script[snatcher_sleep].title	csv row 147	high	player-facing TextAsset CSV payload
A small rascal found its way onto my boat and was looking through my supplies.<br>With a confident throw, I managed to catch it with my swim ring, forcing it to drop my belongings before splashing into the water. I wonder how that thing plans to get out of there.	resources.assets	TextAsset	journals	158	m_Script[snatcher_swimbelt].text	csv row 151	high	player-facing TextAsset CSV payload
Snatcher	resources.assets	TextAsset	journals	158	m_Script[snatcher_swimbelt].title	csv row 151	high	player-facing TextAsset CSV payload
A small rascal found its way onto my boat and was looking through my supplies.<br>I grabbed the nearest object and started swinging it around like a maniac. I've been through enough already… I won't let some fish-troll-like creature steal from me.	resources.assets	TextAsset	journals	158	m_Script[snatcher_telescope].text	csv row 149	high	player-facing TextAsset CSV payload
Snatcher	resources.assets	TextAsset	journals	158	m_Script[snatcher_telescope].title	csv row 149	high	player-facing TextAsset CSV payload
Well, there goes Dorothy…<br>I’m the only one left, stuck on this old junk of a lifeboat.<br>I have no idea what struck our ship, and judging by the sound, I honestly don’t want to find out.<br>Now all I can do is survive as long as I need. I’m sure help will come soon.	resources.assets	TextAsset	journals	158	m_Script[startgame_alone].text	csv row 138	high	player-facing TextAsset CSV payload
A New Day	resources.assets	TextAsset	journals	158	m_Script[startgame_alone].title	csv row 138	high	player-facing TextAsset CSV payload
Well, there goes Dorothy…<br>Frederik and I are the only ones left, sitting in this old junk of a lifeboat.<br>I have no idea what struck our ship, and judging by the sound, I honestly don’t want to find out.<br>Now all we can do is survive as long as we need. I’m sure help will come soon.	resources.assets	TextAsset	journals	158	m_Script[startgame_man].text	csv row 139	high	player-facing TextAsset CSV payload
A New Day	resources.assets	TextAsset	journals	158	m_Script[startgame_man].title	csv row 139	high	player-facing TextAsset CSV payload
Well, there goes Dorothy…<br>Row’ and I are the only ones left, sitting in this old junk of a lifeboat.<br>I have no idea what struck our ship, and judging by the sound, I honestly don’t want to find out.<br>Now all we can do is survive as long as we need. I’m sure help will come soon.	resources.assets	TextAsset	journals	158	m_Script[startgame_who].text	csv row 141	high	player-facing TextAsset CSV payload
A New Day	resources.assets	TextAsset	journals	158	m_Script[startgame_who].title	csv row 141	high	player-facing TextAsset CSV payload
Well, there goes Dorothy…<br>Laurel and I are the only ones left, sitting in this old junk of a lifeboat.<br>I have no idea what struck our ship, and judging by the sound, I honestly don’t want to find out.<br>Now all we can do is survive as long as we need. I’m sure help will come soon.	resources.assets	TextAsset	journals	158	m_Script[startgame_woman].text	csv row 140	high	player-facing TextAsset CSV payload
A New Day	resources.assets	TextAsset	journals	158	m_Script[startgame_woman].title	csv row 140	high	player-facing TextAsset CSV payload
This is a test entry.<br>This is the test entry’s next paragraph.<br>And this is the last one. Bye!!	resources.assets	TextAsset	journals	158	m_Script[test_entry].text	csv row 2	high	player-facing TextAsset CSV payload
Test Entry	resources.assets	TextAsset	journals	158	m_Script[test_entry].title	csv row 2	high	player-facing TextAsset CSV payload
I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I think I saw a person… without a head.	resources.assets	TextAsset	journals	158	m_Script[thefog_tryseeing].text	csv row 83	high	player-facing TextAsset CSV payload
The Man in the Fog	resources.assets	TextAsset	journals	158	m_Script[thefog_tryseeing].title	csv row 83	high	player-facing TextAsset CSV payload
